qseqid	sseqid	pident	qcovs	qlen	slen	length	nident	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
IVb	8	93.030	30	21777	133705	330	307	21	2	17255	17583	100278	99950	8.13e-135	481
IVb	8	90.034	30	21777	133705	291	262	29	0	17293	17583	100280	99990	1.10e-103	377
IVb	8	89.726	30	21777	133705	292	262	26	3	17174	17463	100199	99910	1.84e-101	370
IVb	8	88.400	30	21777	133705	250	221	29	0	17334	17583	100279	100030	6.79e-81	302
IVb	8	91.358	30	21777	133705	81	74	7	0	21143	21223	121499	121419	1.23e-23	111
IVc	8	99.256	21	31263	133705	4975	4938	37	0	19266	24240	104884	99910	0.0	8983
IVc	8	95.694	21	31263	133705	1788	1711	73	4	23911	25696	100279	98494	0.0	2872
IVc	8	93.051	21	31263	133705	331	308	21	2	23871	24200	100239	99910	3.24e-135	483
IVc	8	93.030	21	31263	133705	330	307	21	2	23952	24280	100278	99950	1.17e-134	481
IVc	8	90.034	21	31263	133705	291	262	29	0	23990	24280	100280	99990	1.57e-103	377
IVc	8	89.384	21	31263	133705	292	261	27	3	23871	24160	100199	99910	1.23e-99	364
IVc	8	88.400	21	31263	133705	250	221	29	0	24031	24280	100279	100030	9.75e-81	302
IVc	8	89.202	21	31263	133705	213	190	19	3	23870	24080	100120	99910	4.60e-69	263
IVc	8	88.000	21	31263	133705	175	154	19	2	23870	24043	100080	99907	7.86e-52	206
IVc	8	88.550	21	31263	133705	131	116	11	3	23872	24000	100038	99910	8.03e-37	156
IVc	8	91.250	21	31263	133705	80	73	7	0	30491	30570	121499	121420	6.34e-23	110
IVg	8	99.176	28	23157	133705	4977	4936	39	2	14076	19052	104884	99910	0.0	8962
IVg	8	95.647	28	23157	133705	1792	1714	73	5	18719	20508	100282	98494	0.0	2872
IVg	8	93.093	28	23157	133705	333	310	19	4	18681	19012	100239	99910	6.68e-136	484
IVg	8	93.030	28	23157	133705	330	307	21	2	18764	19092	100278	99950	8.64e-135	481
IVg	8	90.034	28	23157	133705	291	262	29	0	18802	19092	100280	99990	1.17e-103	377
IVg	8	89.796	28	23157	133705	294	264	24	5	18681	18972	100199	99910	5.43e-102	372
IVg	8	88.400	28	23157	133705	250	221	29	0	18843	19092	100279	100030	7.22e-81	302
IVg	8	91.250	28	23157	133705	80	73	7	0	22653	22732	121499	121420	4.70e-23	110
IVi	8	99.256	28	23124	133705	4975	4938	37	0	4143	9117	99910	104884	0.0	8983
IVi	8	95.638	28	23124	133705	1788	1710	74	4	2687	4472	98494	100279	0.0	2867
IVi	8	93.656	28	23124	133705	331	310	19	2	4183	4512	99910	100239	1.11e-138	494
IVi	8	93.030	28	23124	133705	330	307	21	2	4103	4431	99950	100278	8.63e-135	481
IVi	8	90.034	28	23124	133705	291	262	29	0	4103	4393	99990	100280	1.16e-103	377
IVi	8	89.726	28	23124	133705	292	262	26	3	4223	4512	99910	100199	1.95e-101	370
IVi	8	88.400	28	23124	133705	250	221	29	0	4103	4352	100030	100279	7.21e-81	302
IVi	8	91.250	28	23124	133705	80	73	7	0	463	542	121420	121499	4.69e-23	110
IVj	8	99.256	28	23328	133705	4975	4938	37	0	4142	9116	99910	104884	0.0	8983
IVj	8	95.698	28	23328	133705	1790	1713	69	8	2686	4471	98494	100279	0.0	2872
IVj	8	93.656	28	23328	133705	331	310	19	2	4182	4511	99910	100239	1.12e-138	494
IVj	8	93.030	28	23328	133705	330	307	21	2	4102	4430	99950	100278	8.70e-135	481
IVj	8	90.034	28	23328	133705	291	262	29	0	4102	4392	99990	100280	1.17e-103	377
IVj	8	89.726	28	23328	133705	292	262	26	3	4222	4511	99910	100199	1.97e-101	370
IVj	8	88.400	28	23328	133705	250	221	29	0	4102	4351	100030	100279	7.27e-81	302
IVj	8	91.250	28	23328	133705	80	73	7	0	462	541	121420	121499	4.73e-23	110
IVk	8	99.575	16	51121	133705	4936	4915	19	2	29792	34726	99950	104884	0.0	8997
IVk	8	96.053	16	51121	133705	1748	1679	65	4	28376	30121	98494	100239	0.0	2843
IVk	8	88.055	16	51121	133705	1172	1032	139	1	24945	26115	106088	107259	0.0	1387
IVk	8	78.947	16	51121	133705	627	495	102	23	9934	10552	116248	115644	5.50e-110	399
IVk	8	91.034	16	51121	133705	290	264	26	0	29832	30121	99910	100199	9.20e-108	392
IVk	8	90.034	16	51121	133705	291	262	29	0	29792	30082	99990	100280	2.58e-103	377
IVk	8	90.000	16	51121	133705	250	225	23	2	29872	30120	99910	100158	1.22e-86	322
IVk	8	88.400	16	51121	133705	250	221	29	0	29792	30041	100030	100279	1.59e-80	302
IVk	8	91.080	16	51121	133705	213	194	15	3	29912	30122	99910	100120	1.61e-75	285
IVk	8	92.208	16	51121	133705	77	71	6	0	26155	26231	121423	121499	1.04e-22	110
IVk	1	72.311	2	51121	472656	939	679	240	19	527	1455	345408	344480	9.67e-73	276
IVl	8	99.337	18	36033	133705	4975	4942	32	1	4140	9113	99910	104884	0.0	9003
IVl	8	95.917	18	36033	133705	1788	1715	69	4	2684	4469	98494	100279	0.0	2894
IVl	8	94.848	18	36033	133705	330	313	17	0	4180	4509	99910	100239	3.69e-145	516
IVl	8	93.009	18	36033	133705	329	306	23	0	4100	4428	99950	100278	1.35e-134	481
IVl	8	91.065	18	36033	133705	291	265	26	0	4100	4390	99990	100280	1.80e-108	394
IVl	8	90.753	18	36033	133705	292	265	23	3	4220	4509	99910	100199	3.02e-106	387
IVl	8	89.157	18	36033	133705	249	222	27	0	4260	4508	99910	100158	1.87e-83	311
IVl	8	88.400	18	36033	133705	250	221	29	0	4100	4349	100030	100279	1.12e-80	302
IVl	8	89.671	18	36033	133705	213	191	18	3	4300	4510	99910	100120	1.14e-70	268
IVl	8	91.358	18	36033	133705	81	74	7	0	459	539	121419	121499	2.03e-23	111
IVm	8	99.256	24	30461	133705	4975	4938	37	0	3148	8122	99910	104884	0.0	8983
IVm	8	96.195	24	30461	133705	1787	1719	62	6	1653	3436	98495	100278	0.0	2918
IVm	8	91.162	24	30461	133705	792	722	48	8	25809	26580	98495	99284	0.0	1055
IVm	8	91.081	24	30461	133705	370	337	33	0	3108	3477	99910	100279	8.73e-141	501
IVm	8	93.656	24	30461	133705	331	310	19	2	3188	3517	99910	100239	1.46e-138	494
IVm	8	91.239	24	30461	133705	331	302	29	0	3068	3398	99950	100280	8.91e-126	451
IVm	8	90.000	24	30461	133705	290	261	29	0	3068	3357	99990	100279	5.52e-103	375
IVm	8	89.726	24	30461	133705	292	262	26	3	3228	3517	99910	100199	2.57e-101	370
IVm	8	89.641	24	30461	133705	251	225	26	0	3068	3318	100030	100280	2.62e-86	320
IVm	8	91.358	24	30461	133705	81	74	7	0	466	546	121419	121499	1.72e-23	111
IVn	8	99.186	26	28019	133705	6392	6340	48	4	7980	14369	98495	104884	0.0	11513
IVn	8	93.821	26	28019	133705	793	744	45	4	2684	3474	98494	99284	0.0	1190
IVn	8	91.818	26	28019	133705	330	303	27	0	9435	9764	99910	100239	1.36e-128	460
IVn	8	91.818	26	28019	133705	330	303	27	0	9395	9724	99950	100279	1.36e-128	460
IVn	8	89.655	26	28019	133705	290	260	30	0	9475	9764	99910	100199	2.36e-101	370
IVn	8	89.655	26	28019	133705	290	260	30	0	9395	9684	99990	100279	2.36e-101	370
IVn	8	89.157	26	28019	133705	249	222	27	0	9515	9763	99910	100158	1.45e-83	311
IVn	8	89.157	26	28019	133705	249	222	27	0	9395	9643	100030	100278	1.45e-83	311
IVn	8	91.250	26	28019	133705	80	73	7	0	460	539	121420	121499	5.68e-23	110
IX	8	99.487	17	44355	133705	4093	4072	19	2	21426	25517	99910	104001	0.0	7441
IX	8	96.798	17	44355	133705	1624	1572	51	1	20092	21715	98657	100279	0.0	2710
IX	8	93.467	17	44355	133705	796	744	48	4	25514	26307	99288	98495	0.0	1179
IX	8	79.094	17	44355	133705	1325	1048	243	30	6585	7895	115902	114598	0.0	881
IX	8	91.081	17	44355	133705	370	337	33	0	21386	21755	99910	100279	1.27e-140	501
IX	8	92.424	17	44355	133705	330	305	23	2	21346	21674	99950	100278	3.58e-131	470
IX	8	90.303	17	44355	133705	330	298	32	0	21466	21795	99910	100239	4.70e-120	433
IX	8	89.347	17	44355	133705	291	260	31	0	21346	21636	99990	100280	4.84e-100	366
IX	8	88.000	17	44355	133705	250	220	30	0	21346	21595	100030	100279	6.44e-79	296
IX	8	84.211	17	44355	133705	133	112	21	0	560	692	121420	121552	6.91e-29	130
IX	27	91.333	0	44355	11964	150	137	13	0	19015	19164	7353	7204	1.12e-51	206
Ia	8	99.236	16	39332	133705	4975	4937	38	0	30316	35290	104884	99910	0.0	8977
Ia	8	95.587	16	39332	133705	1790	1711	73	6	34961	36748	100279	98494	0.0	2863
Ia	8	93.656	16	39332	133705	331	310	19	2	34921	35250	100239	99910	1.89e-138	494
Ia	8	93.030	16	39332	133705	330	307	21	2	35002	35330	100278	99950	1.47e-134	481
Ia	8	90.034	16	39332	133705	291	262	29	0	35040	35330	100280	99990	1.98e-103	377
Ia	8	89.726	16	39332	133705	292	262	26	3	34921	35210	100199	99910	3.32e-101	370
Ia	8	88.400	16	39332	133705	250	221	29	0	35081	35330	100279	100030	1.23e-80	302
Ib	8	99.926	16	16367	133705	2685	2683	2	0	1	2685	102200	104884	0.0	4948
VI	8	99.236	28	23293	133705	4975	4937	38	0	14497	19471	104884	99910	0.0	8977
VI	8	95.691	28	23293	133705	1787	1710	73	4	19142	20926	100279	98495	0.0	2870
VI	8	93.656	28	23293	133705	331	310	19	2	19102	19431	100239	99910	1.12e-138	494
VI	8	93.030	28	23293	133705	330	307	21	2	19183	19511	100278	99950	8.69e-135	481
VI	8	90.034	28	23293	133705	291	262	29	0	19221	19511	100280	99990	1.17e-103	377
VI	8	89.726	28	23293	133705	292	262	26	3	19102	19391	100199	99910	1.96e-101	370
VI	8	88.400	28	23293	133705	250	221	29	0	19262	19511	100279	100030	7.26e-81	302
VI	8	91.250	28	23293	133705	80	73	7	0	22831	22910	121499	121420	4.72e-23	110
VII	8	92.993	43	33261	133705	6279	5839	417	20	4142	10408	109661	115928	0.0	9136
VII	8	99.235	43	33261	133705	4968	4930	38	0	18577	23544	99910	104877	0.0	8964
VII	8	95.691	43	33261	133705	1787	1710	73	4	17122	18906	98495	100279	0.0	2870
VII	8	93.561	43	33261	133705	792	741	46	5	23545	24333	98495	99284	0.0	1175
VII	8	87.500	43	33261	133705	624	546	77	1	30575	31197	128311	127688	0.0	719
VII	8	93.656	43	33261	133705	331	310	19	2	18617	18946	99910	100239	1.59e-138	494
VII	8	93.030	43	33261	133705	330	307	21	2	18537	18865	99950	100278	1.24e-134	481
VII	8	90.034	43	33261	133705	291	262	29	0	18537	18827	99990	100280	1.68e-103	377
VII	8	89.726	43	33261	133705	292	262	26	3	18657	18946	99910	100199	2.80e-101	370
VII	8	80.702	43	33261	133705	456	368	72	6	30903	31343	119996	120450	2.20e-92	340
VII	8	88.400	43	33261	133705	250	221	29	0	18537	18786	100030	100279	1.04e-80	302
VIII	8	99.329	24	33371	133705	7606	7555	47	4	2250	9853	98494	106097	0.0	13760
VIII	8	91.818	24	33371	133705	330	303	27	0	3706	4035	99910	100239	1.62e-128	460
VIII	8	91.818	24	33371	133705	330	303	27	0	3666	3995	99950	100279	1.62e-128	460
VIII	8	89.655	24	33371	133705	290	260	30	0	3746	4035	99910	100199	2.81e-101	370
VIII	8	89.655	24	33371	133705	290	260	30	0	3666	3955	99990	100279	2.81e-101	370
VIII	8	89.157	24	33371	133705	249	222	27	0	3786	4034	99910	100158	1.73e-83	311
VIII	8	89.157	24	33371	133705	249	222	27	0	3666	3914	100030	100278	1.73e-83	311
VIII	8	79.392	24	33371	133705	296	235	49	9	22142	22431	115928	115639	1.40e-49	198
VIII	14	73.189	4	33371	62088	1477	1081	342	43	11897	13350	56770	58215	9.63e-136	484
Va	8	91.546	60	28612	133705	8647	7916	674	54	9336	17954	106088	114705	0.0	11865
Va	8	99.414	60	28612	133705	4093	4069	22	2	4129	8220	99910	104001	0.0	7424
Va	8	95.579	60	28612	133705	1787	1708	74	5	2635	4418	98495	100279	0.0	2857
Va	8	96.352	60	28612	133705	795	766	28	1	8217	9011	99288	98495	0.0	1306
Va	8	81.425	60	28612	133705	1572	1280	276	13	24539	26102	129200	127637	0.0	1271
Va	8	90.541	60	28612	133705	370	335	35	0	4089	4458	99910	100279	1.77e-137	490
Va	8	93.030	60	28612	133705	330	307	21	2	4049	4377	99950	100278	1.07e-134	481
Va	8	81.260	60	28612	133705	603	490	106	5	18885	19483	115639	116238	1.07e-134	481
Va	8	90.361	60	28612	133705	332	300	28	3	4169	4498	99910	100239	3.03e-120	433
Va	8	90.034	60	28612	133705	291	262	29	0	4049	4339	99990	100280	1.44e-103	377
Va	8	88.400	60	28612	133705	250	221	29	0	4049	4298	100030	100279	8.92e-81	302
Vb	8	92.392	54	42083	133705	6283	5805	448	26	4008	10275	109661	115928	0.0	8927
Vb	8	90.009	54	42083	133705	6766	6090	628	28	20123	26849	107823	114579	0.0	8706
Vb	8	99.365	54	42083	133705	4093	4067	24	2	11906	15997	99910	104001	0.0	7413
Vb	8	99.483	54	42083	133705	1740	1731	9	0	17113	18852	106088	107827	0.0	3164
Vb	8	96.251	54	42083	133705	1787	1720	61	6	10371	12154	98495	100278	0.0	2924
Vb	8	95.094	54	42083	133705	795	756	38	1	15994	16788	99288	98495	0.0	1251
Vb	8	81.047	54	42083	133705	1567	1270	287	7	32894	34455	129198	127637	0.0	1240
Vb	8	91.351	54	42083	133705	370	338	32	0	11826	12195	99910	100279	2.59e-142	507
Vb	8	90.811	54	42083	133705	370	336	34	0	11866	12235	99910	100279	5.61e-139	496
Vb	8	91.239	54	42083	133705	331	302	29	0	11786	12116	99950	100280	1.23e-125	451
Vb	8	90.663	54	42083	133705	332	301	27	3	11946	12275	99910	100239	9.59e-122	438
Vb	8	90.000	54	42083	133705	290	261	29	0	11786	12075	99990	100279	7.63e-103	375
Vb	8	87.586	54	42083	133705	290	254	36	0	11986	12275	99910	100199	3.60e-91	337
Vb	8	89.641	54	42083	133705	251	225	26	0	11786	12036	100030	100280	3.62e-86	320
Vb	8	90.909	54	42083	133705	44	40	2	2	15820	15862	103866	103824	3.14e-07	58.4
Vc	8	91.789	48	47212	133705	8501	7803	648	30	17173	25632	106088	114579	0.0	11786
Vc	8	92.376	48	47212	133705	6283	5804	449	26	4108	10375	109661	115928	0.0	8922
Vc	8	99.414	48	47212	133705	4093	4069	22	2	11966	16057	99910	104001	0.0	7424
Vc	8	95.691	48	47212	133705	1787	1710	73	4	10471	12255	98495	100279	0.0	2870
Vc	8	95.094	48	47212	133705	795	756	38	1	16054	16848	99288	98495	0.0	1251
Vc	8	93.561	48	47212	133705	792	741	46	5	26919	27707	98495	99284	0.0	1175
Vc	8	93.561	48	47212	133705	792	741	46	5	32165	32953	98495	99284	0.0	1175
Vc	8	90.541	48	47212	133705	370	335	35	0	11926	12295	99910	100279	2.93e-137	490
Vc	8	93.030	48	47212	133705	330	307	21	2	11886	12214	99950	100278	1.76e-134	481
Vc	8	90.361	48	47212	133705	332	300	28	3	12006	12335	99910	100239	5.01e-120	433
Vc	8	90.034	48	47212	133705	291	262	29	0	11886	12176	99990	100280	2.38e-103	377
Vc	8	88.400	48	47212	133705	250	221	29	0	11886	12135	100030	100279	1.47e-80	302
X	8	99.279	17	51483	133705	4020	3991	23	5	5835	9851	103926	99910	0.0	7258
X	8	95.747	17	51483	133705	1787	1711	72	4	9682	11466	100279	98495	0.0	2876
X	8	93.821	17	51483	133705	793	744	45	4	5044	5834	99285	98495	0.0	1190
X	8	79.976	17	51483	133705	1663	1330	284	37	14350	15986	116237	114598	0.0	1181
X	8	93.373	17	51483	133705	332	310	20	2	9721	10051	100280	99950	3.19e-137	490
X	8	90.027	17	51483	133705	371	334	37	0	9641	10011	100280	99910	1.92e-134	481
X	8	89.785	17	51483	133705	372	334	34	3	9562	9931	100279	99910	3.22e-132	473
X	8	89.757	17	51483	133705	371	333	34	4	9603	9971	100278	99910	1.16e-131	472
X	8	88.378	17	51483	133705	370	327	43	0	9522	9891	100279	99910	7.01e-124	446
X	8	89.521	17	51483	133705	334	299	33	2	9482	9814	100239	99907	1.18e-116	422
X	8	89.965	17	51483	133705	289	260	29	0	9763	10051	100278	99990	3.36e-102	374
X	8	88.400	17	51483	133705	250	221	29	0	9802	10051	100279	100030	1.61e-80	302
X	8	76.321	17	51483	133705	549	419	123	6	49	597	97079	97620	4.50e-76	287
X	5	78.673	4	51483	141545	1974	1553	403	13	47245	49209	135418	133454	0.0	1297
XI	8	87.706	5	29419	133705	1334	1170	158	6	8091	9421	115928	114598	0.0	1550
XI	2	77.659	7	29419	311219	2050	1592	439	19	27317	29356	111277	109237	0.0	1230
XII	8	99.145	16	49939	133705	4094	4059	31	3	36851	40942	99910	104001	0.0	7363
XII	8	95.582	16	49939	133705	1788	1709	74	5	35315	37100	98495	100279	0.0	2859
XII	8	93.467	16	49939	133705	796	744	48	4	40939	41732	99288	98495	0.0	1179
XII	8	93.459	16	49939	133705	795	743	48	4	43534	44326	99284	98492	0.0	1177
XII	8	94.340	16	49939	133705	371	350	19	2	36811	37180	99910	100279	1.39e-160	568
XII	8	90.541	16	49939	133705	370	335	35	0	36771	37140	99910	100279	3.10e-137	490
XII	8	93.030	16	49939	133705	330	307	21	2	36731	37059	99950	100278	1.86e-134	481
XII	8	79.803	16	49939	133705	609	486	102	16	33643	34243	115644	116239	3.19e-117	424
XII	8	88.182	16	49939	133705	330	291	39	0	36891	37220	99910	100239	2.50e-108	394
XII	8	90.034	16	49939	133705	291	262	29	0	36731	37021	99990	100280	2.52e-103	377
XII	8	88.400	16	49939	133705	250	221	29	0	36731	36980	100030	100279	1.56e-80	302
XII	2	81.883	4	49939	311219	1965	1609	325	25	8088	10040	82201	80256	0.0	1628
XIII	8	99.316	29	32817	133705	7605	7553	48	4	22154	29756	106097	98495	0.0	13753
XIII	8	93.726	29	32817	133705	797	747	46	4	21230	22024	98494	99288	0.0	1192
XIII	8	91.818	29	32817	133705	330	303	27	0	27972	28301	100239	99910	1.60e-128	460
XIII	8	91.818	29	32817	133705	330	303	27	0	28012	28341	100279	99950	1.60e-128	460
XIII	8	79.703	29	32817	133705	606	483	108	9	14077	14675	115644	116241	2.09e-117	424
XIII	8	89.655	29	32817	133705	290	260	30	0	27972	28261	100199	99910	2.77e-101	370
XIII	8	89.655	29	32817	133705	290	260	30	0	28052	28341	100279	99990	2.77e-101	370
XIII	8	89.157	29	32817	133705	249	222	27	0	27973	28221	100158	99910	1.70e-83	311
XIII	8	89.157	29	32817	133705	249	222	27	0	28093	28341	100278	100030	1.70e-83	311
XIII	8	76.000	29	32817	133705	500	380	118	2	1	499	97124	97622	2.25e-67	257
XIV	8	99.596	22	81466	133705	6189	6164	23	2	51931	58118	99910	106097	0.0	11289
XIV	8	92.376	22	81466	133705	6283	5804	449	26	44073	50340	109661	115928	0.0	8922
XIV	8	95.254	22	81466	133705	2655	2529	113	9	26608	29261	118706	116064	0.0	4193
XIV	8	95.747	22	81466	133705	1787	1711	72	4	50436	52220	98495	100279	0.0	2876
XIV	8	93.190	22	81466	133705	793	739	50	4	25278	26068	99285	98495	0.0	1162
XIV	8	90.811	22	81466	133705	370	336	34	0	51891	52260	99910	100279	1.09e-138	496
XIV	8	93.030	22	81466	133705	330	307	21	2	51851	52179	99950	100278	3.04e-134	481
XIV	8	90.663	22	81466	133705	332	301	27	3	51971	52300	99910	100239	1.86e-121	438
XIV	8	92.251	22	81466	133705	271	250	21	0	26304	26574	118958	118688	2.45e-105	385
XIV	8	90.034	22	81466	133705	291	262	29	0	51851	52141	99990	100280	4.11e-103	377
XIV	8	87.586	22	81466	133705	290	254	36	0	52011	52300	99910	100199	6.97e-91	337
XIV	8	88.400	22	81466	133705	250	221	29	0	51851	52100	100030	100279	2.54e-80	302
XIV	8	92.537	22	81466	133705	67	62	4	1	26175	26240	121395	121461	4.63e-18	95.3
XIV	14	72.539	6	81466	62088	3627	2631	856	114	71588	75144	32958	36514	0.0	1051
XIV	14	73.220	6	81466	62088	1475	1080	345	40	61494	62947	56770	58215	5.05e-137	490
XV	8	99.580	26	35251	133705	6189	6163	24	2	4180	10367	99910	106097	0.0	11284
XV	8	95.694	26	35251	133705	1788	1711	73	4	2684	4469	98494	100279	0.0	2872
XV	8	82.846	26	35251	133705	1265	1048	196	18	22868	24121	115852	114598	0.0	1114
XV	8	90.541	26	35251	133705	370	335	35	0	4140	4509	99910	100279	2.19e-137	490
XV	8	93.030	26	35251	133705	330	307	21	2	4100	4428	99950	100278	1.32e-134	481
XV	8	90.361	26	35251	133705	332	300	28	3	4220	4549	99910	100239	3.74e-120	433
XV	8	90.034	26	35251	133705	291	262	29	0	4100	4390	99990	100280	1.78e-103	377
XV	8	88.400	26	35251	133705	250	221	29	0	4100	4349	100030	100279	1.10e-80	302
XV	8	91.250	26	35251	133705	80	73	7	0	460	539	121420	121499	7.15e-23	110
XV	14	73.220	4	35251	62088	1475	1080	345	40	12415	13868	56770	58215	2.19e-137	490
