qseqid	sseqid	pident	qcovs	qlen	slen	length	nident	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
IIa	15	88.400	13	58237	73239	250	221	29	0	48301	48550	29679	29430	1.80e-80	302
IIa	32	98.971	4	58237	7343	2236	2213	6	1	52025	54243	5108	7343	0.0	3986
IIa	21	72.532	9	58237	37605	3626	2630	858	111	11009	14565	15304	11748	0.0	1051
IIa	21	73.220	9	58237	37605	1475	1080	345	40	38986	40439	33732	32287	3.59e-137	490
IIb	15	84.781	4	26207	73239	1117	947	147	21	10240	11347	43410	44512	0.0	1099
IIb	21	73.220	6	26207	37605	1475	1080	345	40	20139	21592	33732	32287	1.61e-137	490
IIc	15	99.946	21	27029	73239	3723	3721	2	0	20125	23847	33601	29879	0.0	6865
IIc	15	99.137	21	27029	73239	811	804	4	3	23844	24652	28805	27996	0.0	1456
IIc	15	96.995	21	27029	73239	732	710	22	0	23844	24575	33601	34332	0.0	1230
IIc	15	84.691	21	27029	73239	1117	946	148	21	9260	10367	43410	44512	0.0	1094
IId	15	77.474	3	17615	73239	475	368	87	18	2	467	43873	43410	1.99e-70	267
IIe	15	84.781	6	26707	73239	1117	947	147	21	14797	15904	44512	43410	0.0	1099
IIe	15	99.515	6	26707	73239	412	410	2	0	1	412	33190	33601	0.0	750
IIe	21	73.220	5	26707	37605	1475	1080	345	40	4552	6005	32287	33732	1.64e-137	490
IVa	15	98.863	26	26090	73239	4133	4086	45	2	17455	21586	33601	29470	0.0	7371
IVa	15	99.566	26	26090	73239	1845	1837	5	3	21177	23019	29839	27996	0.0	3360
IVa	15	97.007	26	26090	73239	735	713	22	0	22208	22942	33598	34332	0.0	1236
IVa	15	85.099	26	26090	73239	1114	948	148	15	13568	14673	43410	44513	0.0	1122
IVa	15	89.189	26	26090	73239	370	330	40	0	21217	21586	29879	29510	3.50e-129	462
IVa	15	88.140	26	26090	73239	371	327	42	2	21177	21546	29799	29430	1.64e-122	440
IVa	15	89.790	26	26090	73239	333	299	26	7	21258	21586	29878	29550	2.14e-116	420
IVa	15	89.362	26	26090	73239	329	294	35	0	21178	21506	29758	29430	9.94e-115	414
IVa	15	90.169	26	26090	73239	295	266	21	7	21176	21466	29720	29430	1.30e-103	377
IVa	15	88.316	26	26090	73239	291	257	34	0	21296	21586	29880	29590	2.84e-95	350
IVa	15	88.400	26	26090	73239	250	221	29	0	21177	21426	29679	29430	8.08e-81	302
IVb	15	98.863	31	21777	73239	4133	4086	45	2	13452	17583	33601	29470	0.0	7371
IVb	15	99.566	31	21777	73239	1845	1837	5	3	17174	19016	29839	27996	0.0	3360
IVb	15	97.007	31	21777	73239	735	713	22	0	18205	18939	33598	34332	0.0	1236
IVb	15	85.099	31	21777	73239	1114	948	148	15	9565	10670	43410	44513	0.0	1122
IVb	15	89.189	31	21777	73239	370	330	40	0	17214	17583	29879	29510	2.92e-129	462
IVb	15	88.140	31	21777	73239	371	327	42	2	17174	17543	29799	29430	1.37e-122	440
IVb	15	89.790	31	21777	73239	333	299	26	7	17255	17583	29878	29550	1.78e-116	420
IVb	15	89.362	31	21777	73239	329	294	35	0	17175	17503	29758	29430	8.30e-115	414
IVb	15	90.169	31	21777	73239	295	266	21	7	17173	17463	29720	29430	1.09e-103	377
IVb	15	88.316	31	21777	73239	291	257	34	0	17293	17583	29880	29590	2.37e-95	350
IVb	15	88.400	31	21777	73239	250	221	29	0	17174	17423	29679	29430	6.74e-81	302
IVc	15	98.863	21	31263	73239	4133	4086	45	2	20149	24280	33601	29470	0.0	7371
IVc	15	99.458	21	31263	73239	1845	1835	7	3	23871	25713	29839	27996	0.0	3349
IVc	15	97.007	21	31263	73239	735	713	22	0	24902	25636	33598	34332	0.0	1236
IVc	15	85.099	21	31263	73239	1114	948	148	15	16261	17366	43410	44513	0.0	1122
IVc	15	89.189	21	31263	73239	370	330	40	0	23911	24280	29879	29510	4.20e-129	462
IVc	15	87.871	21	31263	73239	371	326	43	2	23871	24240	29799	29430	9.15e-121	435
IVc	15	89.790	21	31263	73239	333	299	26	7	23952	24280	29878	29550	2.56e-116	420
IVc	15	89.362	21	31263	73239	329	294	35	0	23872	24200	29758	29430	1.19e-114	414
IVc	15	89.831	21	31263	73239	295	265	22	7	23870	24160	29720	29430	7.27e-102	372
IVc	15	88.316	21	31263	73239	291	257	34	0	23990	24280	29880	29590	3.41e-95	350
IVc	15	89.200	21	31263	73239	250	223	27	0	23871	24120	29679	29430	4.47e-84	313
IVc	15	89.595	21	31263	73239	173	155	16	2	23872	24043	29598	29427	1.00e-55	219
IVc	15	87.218	21	31263	73239	133	116	13	3	23870	24000	29560	29430	1.33e-34	148
IVc	38	100.000	5	31263	1839	1536	1536	0	0	27348	28883	1536	1	0.0	2837
IVd	15	85.637	8	14223	73239	1114	954	142	15	12897	14002	43410	44513	0.0	1155
IVg	15	98.767	29	23157	73239	4135	4084	47	4	14959	19092	33601	29470	0.0	7350
IVg	15	99.459	29	23157	73239	1847	1837	5	5	18681	20525	29839	27996	0.0	3350
IVg	15	97.007	29	23157	73239	735	713	22	0	19714	20448	33598	34332	0.0	1236
IVg	15	85.368	29	23157	73239	1114	951	145	15	11072	12177	43410	44513	0.0	1138
IVg	15	89.037	29	23157	73239	374	333	40	1	18719	19092	29882	29510	3.11e-129	462
IVg	15	88.204	29	23157	73239	373	329	40	4	18681	19052	29799	29430	4.05e-123	442
IVg	15	89.790	29	23157	73239	333	299	26	7	18764	19092	29878	29550	1.90e-116	420
IVg	15	89.426	29	23157	73239	331	296	33	2	18682	19012	29758	29430	2.45e-115	416
IVg	15	89.145	29	23157	73239	304	271	23	9	18673	18972	29727	29430	1.94e-101	370
IVg	15	88.316	29	23157	73239	291	257	34	0	18802	19092	29880	29590	2.52e-95	350
IVg	15	88.492	29	23157	73239	252	223	27	2	18681	18932	29679	29430	1.99e-81	303
IVi	15	98.863	29	23124	73239	4133	4086	45	2	4103	8234	29470	33601	0.0	7371
IVi	15	99.512	29	23124	73239	1845	1836	6	3	2670	4512	27996	29839	0.0	3354
IVi	15	97.007	29	23124	73239	735	713	22	0	2747	3481	34332	33598	0.0	1236
IVi	15	85.099	29	23124	73239	1114	948	148	15	12574	13679	44513	43410	0.0	1122
IVi	15	89.189	29	23124	73239	370	330	40	0	4103	4472	29510	29879	3.10e-129	462
IVi	15	88.140	29	23124	73239	371	327	42	2	4143	4512	29430	29799	1.45e-122	440
IVi	15	89.790	29	23124	73239	333	299	26	7	4103	4431	29550	29878	1.89e-116	420
IVi	15	89.362	29	23124	73239	329	294	35	0	4183	4511	29430	29758	8.81e-115	414
IVi	15	90.169	29	23124	73239	295	266	21	7	4223	4513	29430	29720	1.16e-103	377
IVi	15	88.316	29	23124	73239	291	257	34	0	4103	4393	29590	29880	2.52e-95	350
IVi	15	88.400	29	23124	73239	250	221	29	0	4263	4512	29430	29679	7.16e-81	302
IVj	15	98.863	29	23328	73239	4133	4086	45	2	4102	8233	29470	33601	0.0	7371
IVj	15	99.404	29	23328	73239	1846	1835	6	5	2669	4511	27996	29839	0.0	3343
IVj	15	94.862	29	23328	73239	798	757	34	7	2687	3480	34392	33598	0.0	1240
IVj	15	85.637	29	23328	73239	1114	954	142	15	11015	12120	44513	43410	0.0	1155
IVj	15	89.189	29	23328	73239	370	330	40	0	4102	4471	29510	29879	3.13e-129	462
IVj	15	88.140	29	23328	73239	371	327	42	2	4142	4511	29430	29799	1.47e-122	440
IVj	15	89.790	29	23328	73239	333	299	26	7	4102	4430	29550	29878	1.91e-116	420
IVj	15	89.362	29	23328	73239	329	294	35	0	4182	4510	29430	29758	8.89e-115	414
IVj	15	90.169	29	23328	73239	295	266	21	7	4222	4512	29430	29720	1.17e-103	377
IVj	15	88.316	29	23328	73239	291	257	34	0	4102	4392	29590	29880	2.54e-95	350
IVj	15	88.400	29	23328	73239	250	221	29	0	4262	4511	29430	29679	7.22e-81	302
IVk	15	99.236	19	51121	73239	4056	4025	23	7	29792	33843	29550	33601	0.0	7312
IVk	15	99.263	19	51121	73239	1764	1751	10	3	28359	30120	27996	29758	0.0	3182
IVk	15	88.397	19	51121	73239	1491	1318	172	1	24626	26115	34398	35888	0.0	1794
IVk	15	86.082	19	51121	73239	1437	1237	173	22	9945	11372	44828	43410	0.0	1520
IVk	15	97.143	19	51121	73239	735	714	21	0	28436	29170	34332	33598	0.0	1242
IVk	15	85.099	19	51121	73239	1114	948	148	15	36625	37730	44513	43410	0.0	1122
IVk	15	90.606	19	51121	73239	330	299	31	0	29792	30121	29510	29839	1.16e-121	438
IVk	15	88.822	19	51121	73239	331	294	35	2	29792	30121	29470	29799	1.17e-111	405
IVk	15	88.699	19	51121	73239	292	259	31	2	29832	30122	29430	29720	1.20e-96	355
IVk	15	88.316	19	51121	73239	291	257	34	0	29792	30082	29590	29880	5.57e-95	350
IVk	15	90.000	19	51121	73239	250	225	25	0	29872	30121	29430	29679	3.38e-87	324
IVk	15	90.187	19	51121	73239	214	193	15	5	29912	30122	29430	29640	3.45e-72	274
IVl	15	98.935	19	36033	73239	4132	4088	43	1	4100	8230	29470	33601	0.0	7385
IVl	15	99.241	19	36033	73239	1845	1831	11	3	2667	4509	27996	29839	0.0	3326
IVl	15	97.007	19	36033	73239	735	713	22	0	2744	3478	34332	33598	0.0	1236
IVl	15	85.099	19	36033	73239	1114	948	148	15	11012	12117	44513	43410	0.0	1122
IVl	15	90.270	19	36033	73239	370	334	36	0	4100	4469	29510	29879	1.03e-135	484
IVl	15	89.189	19	36033	73239	370	330	40	0	4140	4509	29430	29799	4.84e-129	462
IVl	15	90.881	19	36033	73239	329	299	30	0	4180	4508	29430	29758	6.30e-123	442
IVl	15	89.759	19	36033	73239	332	298	28	5	4100	4428	29550	29878	2.95e-116	420
IVl	15	91.497	19	36033	73239	294	269	19	5	4220	4510	29430	29720	3.85e-110	399
IVl	15	89.347	19	36033	73239	291	260	31	0	4100	4390	29590	29880	3.90e-100	366
IVl	15	89.600	19	36033	73239	250	224	26	0	4260	4509	29430	29679	1.11e-85	318
IVl	15	88.732	19	36033	73239	213	189	20	3	4300	4510	29430	29640	2.45e-67	257
IVm	15	99.195	24	30461	73239	5588	5543	43	2	1653	7239	28015	33601	0.0	10069
IVm	15	96.203	24	30461	73239	790	760	12	2	25809	26580	28015	28804	0.0	1277
IVm	15	94.438	24	30461	73239	809	764	40	5	1641	2446	34404	33598	0.0	1240
IVm	15	93.844	24	30461	73239	731	686	28	1	25867	26580	34332	33602	0.0	1085
IVm	15	86.186	24	30461	73239	970	836	123	9	10021	10986	44513	43551	0.0	1038
IVm	15	98.537	24	30461	73239	410	404	6	0	3108	3517	29430	29839	0.0	725
IVm	15	90.244	24	30461	73239	410	370	40	0	3068	3477	29470	29879	2.37e-151	536
IVm	15	89.757	24	30461	73239	371	333	34	4	3068	3436	29510	29878	6.79e-132	472
IVm	15	88.140	24	30461	73239	371	327	42	2	3148	3517	29430	29799	1.92e-122	440
IVm	15	89.790	24	30461	73239	333	299	30	3	3068	3398	29550	29880	1.93e-117	424
IVm	15	89.362	24	30461	73239	329	294	35	0	3188	3516	29430	29758	1.16e-114	414
IVm	15	90.169	24	30461	73239	295	266	21	7	3228	3518	29430	29720	1.52e-103	377
IVm	15	88.400	24	30461	73239	250	221	29	0	3268	3517	29430	29679	9.43e-81	302
IVn	15	99.462	26	28019	73239	4093	4071	20	2	9395	13486	29510	33601	0.0	7435
IVn	15	98.320	26	28019	73239	1786	1756	30	0	7979	9764	28014	29799	0.0	3133
IVn	15	99.136	26	28019	73239	810	803	4	3	2667	3474	27996	28804	0.0	1454
IVn	15	97.007	26	28019	73239	735	713	22	0	8039	8773	34332	33598	0.0	1236
IVn	15	96.990	26	28019	73239	731	709	22	0	2744	3474	34332	33602	0.0	1229
IVn	15	85.099	26	28019	73239	1114	948	148	15	16268	17373	44513	43410	0.0	1122
IVn	15	90.541	26	28019	73239	370	335	35	0	9395	9764	29470	29839	1.72e-137	490
IVn	15	93.030	26	28019	73239	330	307	21	2	9435	9763	29430	29758	1.04e-134	481
IVn	15	90.361	26	28019	73239	332	300	28	3	9395	9724	29550	29879	2.95e-120	433
IVn	15	90.034	26	28019	73239	291	262	29	0	9475	9765	29430	29720	1.40e-103	377
IVn	15	88.400	26	28019	73239	250	221	29	0	9515	9764	29430	29679	8.67e-81	302
IVn	32	99.017	8	28019	7343	2237	2215	4	2	3873	6092	7343	5108	0.0	3993
IX	15	99.180	33	44355	73239	6222	6171	48	3	20092	26311	28176	34396	0.0	11204
IX	15	99.360	33	44355	73239	5002	4970	21	1	665	5666	56876	61866	0.0	9049
IX	15	97.997	33	44355	73239	799	783	16	0	25514	26312	28808	28010	0.0	1387
IX	15	79.124	33	44355	73239	1964	1554	394	13	33840	35795	70129	72084	0.0	1341
IX	15	97.156	33	44355	73239	633	615	18	0	20092	20724	34230	33598	0.0	1070
IX	15	78.403	33	44355	73239	1315	1031	248	31	6596	7895	27882	26589	0.0	822
IX	15	89.294	33	44355	73239	411	367	42	2	21386	21795	29430	29839	1.62e-144	514
IX	15	89.294	33	44355	73239	411	367	42	2	21346	21755	29470	29879	1.62e-144	514
IX	15	89.730	33	44355	73239	370	332	38	0	21426	21795	29430	29799	2.75e-132	473
IX	15	88.649	33	44355	73239	370	328	42	0	21346	21715	29510	29879	1.29e-125	451
IX	15	89.728	33	44355	73239	331	297	30	4	21466	21794	29430	29758	3.63e-116	420
IX	15	89.489	33	44355	73239	333	298	27	7	21346	21674	29550	29878	1.69e-114	414
IX	15	88.316	33	44355	73239	291	257	34	0	21506	21796	29430	29720	4.84e-95	350
IX	35	93.038	0	44355	2640	158	147	9	2	19015	19171	2266	2422	6.57e-59	230
Ia	15	98.839	16	39332	73239	4133	4085	46	2	31199	35330	33601	29470	0.0	7365
Ia	15	99.459	16	39332	73239	1847	1837	5	5	34921	36765	29839	27996	0.0	3350
Ia	15	97.007	16	39332	73239	735	713	22	0	35954	36688	33598	34332	0.0	1236
Ia	15	89.192	16	39332	73239	916	817	99	0	27502	28417	43598	44513	0.0	1144
Ia	15	89.189	16	39332	73239	370	330	40	0	34961	35330	29879	29510	5.28e-129	462
Ia	15	88.140	16	39332	73239	371	327	42	2	34921	35290	29799	29430	2.47e-122	440
Ia	15	89.790	16	39332	73239	333	299	26	7	35002	35330	29878	29550	3.22e-116	420
Ia	15	89.362	16	39332	73239	329	294	35	0	34922	35250	29758	29430	1.50e-114	414
Ia	15	90.169	16	39332	73239	295	266	21	7	34920	35210	29720	29430	1.97e-103	377
Ia	15	88.316	16	39332	73239	291	257	34	0	35040	35330	29880	29590	4.29e-95	350
Ia	15	88.400	16	39332	73239	250	221	29	0	34921	35170	29679	29430	1.22e-80	302
Ib	15	99.889	17	16367	73239	1802	1800	2	0	1	1802	31800	33601	0.0	3317
Ib	15	89.192	17	16367	73239	916	817	99	0	4584	5499	44513	43598	0.0	1144
VI	15	98.839	28	23293	73239	4133	4085	46	2	15380	19511	33601	29470	0.0	7365
VI	15	99.619	28	23293	73239	1839	1832	4	2	19102	20937	29839	28001	0.0	3354
VI	15	94.261	28	23293	73239	819	772	41	6	20133	20949	33598	34412	0.0	1247
VI	15	86.337	28	23293	73239	1032	891	126	13	11573	12598	43491	44513	0.0	1110
VI	15	89.189	28	23293	73239	370	330	40	0	19142	19511	29879	29510	3.12e-129	462
VI	15	88.140	28	23293	73239	371	327	42	2	19102	19471	29799	29430	1.46e-122	440
VI	15	89.790	28	23293	73239	333	299	26	7	19183	19511	29878	29550	1.91e-116	420
VI	15	89.362	28	23293	73239	329	294	35	0	19103	19431	29758	29430	8.87e-115	414
VI	15	90.169	28	23293	73239	295	266	21	7	19101	19391	29720	29430	1.16e-103	377
VI	15	88.316	28	23293	73239	291	257	34	0	19221	19511	29880	29590	2.54e-95	350
VI	15	88.400	28	23293	73239	250	221	29	0	19102	19351	29679	29430	7.21e-81	302
VII	15	95.971	53	33261	73239	10349	9932	399	17	71	10413	17588	27924	0.0	16785
VII	15	98.839	53	33261	73239	4133	4085	46	2	18537	22668	29470	33601	0.0	7365
VII	15	85.263	53	33261	73239	4933	4206	667	37	4142	9059	38291	43178	0.0	5027
VII	15	99.836	53	33261	73239	1825	1822	3	0	17122	18946	28015	29839	0.0	3354
VII	15	99.114	53	33261	73239	790	783	6	1	23545	24333	28015	28804	0.0	1419
VII	15	97.007	53	33261	73239	735	713	22	0	17181	17915	34332	33598	0.0	1236
VII	15	96.990	53	33261	73239	731	709	22	0	23603	24333	34332	33602	0.0	1229
VII	15	90.586	53	33261	73239	648	587	44	6	14851	15495	44769	45402	0.0	843
VII	15	89.189	53	33261	73239	370	330	40	0	18537	18906	29510	29879	4.46e-129	462
VII	15	88.140	53	33261	73239	371	327	42	2	18577	18946	29430	29799	2.09e-122	440
VII	15	89.790	53	33261	73239	333	299	26	7	18537	18865	29550	29878	2.72e-116	420
VII	15	89.362	53	33261	73239	329	294	35	0	18617	18945	29430	29758	1.27e-114	414
VII	15	90.169	53	33261	73239	295	266	21	7	18657	18947	29430	29720	1.66e-103	377
VII	15	88.742	53	33261	73239	302	268	30	4	13886	14185	44526	44825	3.60e-100	366
VII	15	88.316	53	33261	73239	291	257	34	0	18537	18827	29590	29880	3.63e-95	350
VII	15	88.400	53	33261	73239	250	221	29	0	18697	18946	29430	29679	1.03e-80	302
VIII	15	99.487	20	33371	73239	4093	4072	19	2	3666	7757	29510	33601	0.0	7441
VIII	15	98.061	20	33371	73239	1805	1770	32	3	2233	4035	27996	29799	0.0	3136
VIII	15	97.007	20	33371	73239	735	713	22	0	2310	3044	34332	33598	0.0	1236
VIII	15	85.228	20	33371	73239	1117	952	146	16	22142	23250	44512	43407	0.0	1131
VIII	15	90.541	20	33371	73239	370	335	35	0	3666	4035	29470	29839	2.05e-137	490
VIII	15	93.030	20	33371	73239	330	307	21	2	3706	4034	29430	29758	1.24e-134	481
VIII	15	90.361	20	33371	73239	332	300	28	3	3666	3995	29550	29879	3.51e-120	433
VIII	15	90.034	20	33371	73239	291	262	29	0	3746	4036	29430	29720	1.67e-103	377
VIII	15	88.400	20	33371	73239	250	221	29	0	3786	4035	29430	29679	1.03e-80	302
VIII	21	73.189	4	33371	37605	1477	1081	342	43	11897	13350	32287	33732	9.56e-136	484
Va	15	95.007	61	28612	73239	16885	16042	737	75	2633	19483	28013	44825	0.0	26413
Va	15	86.365	61	28612	73239	5046	4358	647	40	12910	17934	21652	26677	0.0	5469
Va	15	96.135	61	28612	73239	802	771	24	7	8217	9015	28808	28011	0.0	1303
Va	15	94.417	61	28612	73239	806	761	40	5	2626	3427	34402	33598	0.0	1234
Va	15	90.895	61	28612	73239	648	589	41	8	20152	20795	44769	45402	0.0	854
Va	15	88.808	61	28612	73239	411	365	44	2	4049	4458	29470	29879	2.26e-141	503
Va	15	89.189	61	28612	73239	370	330	40	0	4129	4498	29430	29799	3.84e-129	462
Va	15	89.189	61	28612	73239	370	330	40	0	4049	4418	29510	29879	3.84e-129	462
Va	15	89.790	61	28612	73239	333	299	26	7	4169	4497	29430	29758	2.34e-116	420
Va	15	89.790	61	28612	73239	333	299	26	7	4049	4377	29550	29878	2.34e-116	420
Va	15	88.316	61	28612	73239	291	257	34	0	4209	4499	29430	29720	3.12e-95	350
Va	15	88.316	61	28612	73239	291	257	34	0	4049	4339	29590	29880	3.12e-95	350
Vb	15	98.782	69	42083	73239	12237	12088	145	4	1	12235	17645	29879	0.0	21769
Vb	15	97.951	69	42083	73239	8982	8798	158	15	20123	29095	36452	45416	0.0	15544
Vb	15	99.886	69	42083	73239	7027	7019	8	0	11826	18852	29430	36456	0.0	12933
Vb	15	84.455	69	42083	73239	4934	4167	706	38	21962	26849	21652	26570	0.0	4806
Vb	15	84.455	69	42083	73239	4934	4167	706	38	4008	8926	38291	43178	0.0	4806
Vb	15	94.785	69	42083	73239	882	836	38	4	40938	41817	56027	56902	0.0	1367
Vb	15	94.888	69	42083	73239	802	761	34	7	15994	16792	28808	28011	0.0	1247
Vb	15	94.875	69	42083	73239	800	759	38	3	10367	11164	34396	33598	0.0	1247
Vb	15	90.488	69	42083	73239	410	371	39	0	11786	12195	29470	29879	7.05e-153	542
Vb	15	89.051	69	42083	73239	411	366	43	2	11866	12275	29430	29839	7.15e-143	508
Vb	15	89.757	69	42083	73239	371	333	34	4	11786	12154	29510	29878	9.38e-132	472
Vb	15	88.919	69	42083	73239	370	329	41	0	11906	12275	29430	29799	2.63e-127	457
Vb	15	89.790	69	42083	73239	333	299	30	3	11786	12116	29550	29880	2.67e-117	424
Vb	15	89.759	69	42083	73239	332	298	28	5	11946	12274	29430	29758	3.45e-116	420
Vb	15	88.660	69	42083	73239	291	258	33	0	11986	12276	29430	29720	9.86e-97	355
Vb	15	87.698	69	42083	73239	252	221	27	3	12026	12275	29430	29679	2.82e-77	291
Vb	15	97.468	69	42083	73239	158	154	4	0	40798	40955	55814	55971	3.67e-71	270
Vb	15	90.909	69	42083	73239	44	40	2	2	15820	15862	33466	33424	3.11e-07	58.4
Vc	15	99.119	60	47212	73239	26887	26650	220	16	37	26917	17588	44463	0.0	48322
Vc	15	84.657	60	47212	73239	4934	4177	696	38	20745	25632	21652	26570	0.0	4861
Vc	15	84.435	60	47212	73239	4934	4166	707	38	4108	9026	38291	43178	0.0	4800
Vc	15	99.115	60	47212	73239	791	784	6	1	32164	32953	28014	28804	0.0	1421
Vc	15	99.114	60	47212	73239	790	783	6	1	26919	27707	28015	28804	0.0	1419
Vc	15	94.888	60	47212	73239	802	761	34	7	16054	16852	28808	28011	0.0	1247
Vc	15	94.875	60	47212	73239	800	759	38	3	10467	11264	34396	33598	0.0	1247
Vc	15	96.990	60	47212	73239	731	709	22	0	32223	32953	34332	33602	0.0	1229
Vc	15	96.990	60	47212	73239	731	709	22	0	26977	27707	34332	33602	0.0	1229
Vc	15	88.808	60	47212	73239	411	365	44	2	11926	12335	29430	29839	3.73e-141	503
Vc	15	88.808	60	47212	73239	411	365	44	2	11886	12295	29470	29879	3.73e-141	503
Vc	15	89.189	60	47212	73239	370	330	40	0	11966	12335	29430	29799	6.34e-129	462
Vc	15	89.189	60	47212	73239	370	330	40	0	11886	12255	29510	29879	6.34e-129	462
Vc	15	89.790	60	47212	73239	333	299	26	7	12006	12334	29430	29758	3.87e-116	420
Vc	15	89.790	60	47212	73239	333	299	26	7	11886	12214	29550	29878	3.87e-116	420
Vc	15	88.316	60	47212	73239	291	257	34	0	12046	12336	29430	29720	5.15e-95	350
Vc	15	88.316	60	47212	73239	291	257	34	0	11886	12176	29590	29880	5.15e-95	350
Vc	32	85.437	2	47212	7343	824	704	104	14	31316	32131	3299	4114	0.0	843
X	15	99.488	19	51483	73239	4100	4079	15	5	5835	9931	33526	29430	0.0	7450
X	15	98.930	19	51483	73239	1869	1849	18	2	9603	11470	29878	28011	0.0	3339
X	15	99.500	19	51483	73239	800	796	4	0	5044	5843	28805	28006	0.0	1456
X	15	79.114	19	51483	73239	1963	1553	396	11	47242	49197	70129	72084	0.0	1341
X	15	94.625	19	51483	73239	800	757	40	3	10673	11470	33598	34396	0.0	1236
X	15	96.995	19	51483	73239	732	710	22	0	5044	5775	33601	34332	0.0	1230
X	15	80.938	19	51483	73239	1343	1087	231	20	14657	15986	27919	26589	0.0	1038
X	15	87.389	19	51483	73239	904	790	105	7	14350	15246	44824	43923	0.0	1029
X	15	88.692	19	51483	73239	451	400	49	2	9562	10011	29879	29430	5.16e-155	549
X	15	88.027	19	51483	73239	451	397	52	2	9522	9971	29879	29430	5.19e-150	532
X	15	88.350	19	51483	73239	412	364	46	2	9641	10051	29880	29470	2.45e-138	494
X	15	87.348	19	51483	73239	411	359	50	2	9482	9891	29839	29430	4.13e-131	470
X	15	89.459	19	51483	73239	370	331	39	0	9682	10051	29879	29510	1.49e-130	468
X	15	88.172	19	51483	73239	372	328	40	3	9482	9851	29799	29430	3.24e-122	440
X	15	90.149	19	51483	73239	335	302	25	7	9721	10051	29880	29550	7.01e-119	429
X	15	88.955	19	51483	73239	335	298	31	6	9483	9814	29758	29427	9.13e-113	409
X	15	88.316	19	51483	73239	291	257	34	0	9481	9771	29720	29430	5.61e-95	350
X	15	88.235	19	51483	73239	289	255	34	0	9763	10051	29878	29590	7.26e-94	346
XI	15	86.184	5	29419	73239	1339	1154	179	6	8086	9421	27924	26589	0.0	1443
XI	2	77.477	7	29419	284570	2069	1603	447	19	27302	29360	163246	165305	0.0	1221
XII	15	98.288	22	49939	73239	4966	4881	80	5	36771	41733	29430	34393	0.0	8695
XII	15	99.304	22	49939	73239	1867	1854	12	1	35314	37180	28014	29879	0.0	3374
XII	15	84.281	22	49939	73239	2850	2402	400	46	31411	34238	42002	44825	0.0	2737
XII	15	94.352	22	49939	73239	1080	1019	54	4	48759	49835	55814	56889	0.0	1650
