locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEJOCHOB_00059	CDS	558	efp		COG0231	Elongation factor P
LEJOCHOB_00060	CDS	1071	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
LEJOCHOB_00061	CDS	600				hypothetical protein
LEJOCHOB_00062	CDS	225				hypothetical protein
LEJOCHOB_00063	CDS	831	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
LEJOCHOB_00064	CDS	387	yibN		COG0607	putative protein YibN
LEJOCHOB_00065	CDS	1473	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
LEJOCHOB_00066	CDS	1350	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
LEJOCHOB_00067	CDS	1092	gcvT	2.1.2.10		Aminomethyltransferase
LEJOCHOB_00068	CDS	528	aroK	2.7.1.71	COG0703	Shikimate kinase
LEJOCHOB_00069	CDS	183				hypothetical protein
LEJOCHOB_00070	CDS	486				hypothetical protein
LEJOCHOB_00071	CDS	441				hypothetical protein
LEJOCHOB_00072	CDS	324	comGC		COG4537	Competence protein ComGC
LEJOCHOB_00073	CDS	1068				hypothetical protein
LEJOCHOB_00074	CDS	579				hypothetical protein
LEJOCHOB_00075	CDS	501	ybdM		COG1475	putative protein YbdM
LEJOCHOB_00076	CDS	1293				hypothetical protein
LEJOCHOB_00077	CDS	1152				hypothetical protein
LEJOCHOB_00078	CDS	363				hypothetical protein
LEJOCHOB_00079	CDS	663				hypothetical protein
LEJOCHOB_00080	CDS	153				hypothetical protein
LEJOCHOB_00081	CDS	348				hypothetical protein
LEJOCHOB_00082	CDS	948				hypothetical protein
LEJOCHOB_00083	CDS	432				hypothetical protein
LEJOCHOB_00084	CDS	2001				hypothetical protein
LEJOCHOB_00085	CDS	1272				hypothetical protein
LEJOCHOB_00086	CDS	1032				hypothetical protein
LEJOCHOB_00087	CDS	621				hypothetical protein
LEJOCHOB_00088	CDS	201				hypothetical protein
LEJOCHOB_00089	CDS	1566				hypothetical protein
LEJOCHOB_00090	CDS	825				hypothetical protein
LEJOCHOB_00091	CDS	5586				hypothetical protein
LEJOCHOB_00092	CDS	156				hypothetical protein
LEJOCHOB_00093	CDS	351				hypothetical protein
LEJOCHOB_00094	CDS	462				hypothetical protein
LEJOCHOB_00095	CDS	681				hypothetical protein
LEJOCHOB_00096	CDS	396				hypothetical protein
LEJOCHOB_00097	CDS	402				hypothetical protein
LEJOCHOB_00098	CDS	363				hypothetical protein
LEJOCHOB_00099	CDS	297				hypothetical protein
LEJOCHOB_00100	CDS	1128				hypothetical protein
LEJOCHOB_00101	CDS	723				hypothetical protein
LEJOCHOB_00102	CDS	1155				hypothetical protein
LEJOCHOB_00103	CDS	1641				hypothetical protein
LEJOCHOB_00104	CDS	300				hypothetical protein
LEJOCHOB_00105	CDS	336				hypothetical protein
LEJOCHOB_00106	CDS	414				hypothetical protein
LEJOCHOB_00107	CDS	117				hypothetical protein
LEJOCHOB_00108	CDS	444				hypothetical protein
LEJOCHOB_00109	CDS	534				hypothetical protein
LEJOCHOB_00110	CDS	321				hypothetical protein
LEJOCHOB_00111	CDS	363				hypothetical protein
LEJOCHOB_00112	CDS	396				hypothetical protein
LEJOCHOB_00113	CDS	219				hypothetical protein
LEJOCHOB_00114	CDS	447				hypothetical protein
LEJOCHOB_00115	CDS	207				hypothetical protein
LEJOCHOB_00116	CDS	783				hypothetical protein
LEJOCHOB_00117	CDS	765				hypothetical protein
LEJOCHOB_00118	CDS	720				hypothetical protein
LEJOCHOB_00119	CDS	408				hypothetical protein
LEJOCHOB_00120	CDS	462	ssbA_1		COG0629	Single-stranded DNA-binding protein A
LEJOCHOB_00121	CDS	636				hypothetical protein
LEJOCHOB_00122	CDS	915				hypothetical protein
LEJOCHOB_00123	CDS	1953				hypothetical protein
LEJOCHOB_00124	CDS	258				hypothetical protein
LEJOCHOB_00125	CDS	300				hypothetical protein
LEJOCHOB_00126	CDS	201				hypothetical protein
LEJOCHOB_00127	CDS	264				hypothetical protein
LEJOCHOB_00128	CDS	228				hypothetical protein
LEJOCHOB_00129	CDS	315				hypothetical protein
LEJOCHOB_00130	CDS	462				hypothetical protein
LEJOCHOB_00131	CDS	612				hypothetical protein
LEJOCHOB_00132	CDS	1224				hypothetical protein
LEJOCHOB_00133	CDS	525	comGA		COG2804	Competence protein ComGA
LEJOCHOB_00134	CDS	630		3.-.-.-		putative metallo-hydrolase
LEJOCHOB_00135	CDS	312				hypothetical protein
LEJOCHOB_00136	CDS	987	glcK	2.7.1.2	COG1940	Glucokinase
LEJOCHOB_00137	CDS	204				hypothetical protein
LEJOCHOB_00138	CDS	1440				hypothetical protein
LEJOCHOB_00139	CDS	540	yqgN		COG0212	putative protein YqgN
LEJOCHOB_00140	CDS	150	rpmG2		COG0267	Large ribosomal subunit protein bL33B
LEJOCHOB_00141	CDS	651	phoU			Phosphate-specific transport system accessory protein PhoU
LEJOCHOB_00142	CDS	843	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
LEJOCHOB_00143	CDS	882	pstA		COG0581	Phosphate transport system permease protein PstA
LEJOCHOB_00144	CDS	927				hypothetical protein
LEJOCHOB_00145	CDS	960	pstS			Phosphate-binding protein PstS
LEJOCHOB_00146	CDS	2040	pbpA	3.4.16.4	COG0768	Penicillin-binding protein 2A
LEJOCHOB_00147	CDS	600	sodA	1.15.1.1		Superoxide dismutase [Mn/Fe]
LEJOCHOB_00148	CDS	1107	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
LEJOCHOB_00149	CDS	408	zur		COG0735	Zinc-specific metallo-regulatory protein
LEJOCHOB_00150	CDS	888	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
LEJOCHOB_00151	CDS	771				hypothetical protein
LEJOCHOB_00152	CDS	894	nfo	3.1.21.2		putative endonuclease 4
LEJOCHOB_00153	CDS	1335	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
LEJOCHOB_00154	CDS	969	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LEJOCHOB_00155	CDS	1104				GTP cyclohydrolase 1 type 2 
LEJOCHOB_00156	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
LEJOCHOB_00157	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
LEJOCHOB_00158	CDS	1788	dnaG	2.7.7.101		DNA primase
LEJOCHOB_00159	CDS	828	yqfL_1	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
LEJOCHOB_00160	CDS	489	ccpN		COG0517	Transcriptional repressor CcpN
LEJOCHOB_00161	CDS	1395	glyQS	6.1.1.14		Glycine--tRNA ligase
LEJOCHOB_00162	CDS	771	recO		COG1381	DNA repair protein RecO
LEJOCHOB_00163	CDS	897	era			GTPase Era
LEJOCHOB_00164	CDS	408	cdd	3.5.4.5	COG0295	Cytidine deaminase
LEJOCHOB_00165	CDS	348	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
LEJOCHOB_00166	CDS	462	ybeY	3.1.-.-		Endoribonuclease YbeY
LEJOCHOB_00167	CDS	945			COG1702	PhoH-like protein
LEJOCHOB_00168	CDS	615				hypothetical protein
LEJOCHOB_00169	CDS	996	floA			Flotillin-like protein FloA
LEJOCHOB_00170	CDS	651				hypothetical protein
LEJOCHOB_00171	CDS	1179	narT		COG2223	putative nitrate transporter NarT
LEJOCHOB_00172	CDS	1599	rocB		COG4187	Protein RocB
LEJOCHOB_00173	CDS	357				hypothetical protein
LEJOCHOB_00174	CDS	948	ldh_1	1.1.1.27	COG0039	L-lactate dehydrogenase
LEJOCHOB_00175	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
LEJOCHOB_00176	CDS	906	yicL		COG0697	putative inner membrane transporter YicL
LEJOCHOB_00177	CDS	336				hypothetical protein
LEJOCHOB_00178	CDS	1194	yycB		COG2807	putative transporter YycB
LEJOCHOB_00179	CDS	2094				hypothetical protein
LEJOCHOB_00180	CDS	1440	treP_1		COG1263	PTS system trehalose-specific EIIBC component
LEJOCHOB_00181	CDS	939				hypothetical protein
LEJOCHOB_00182	CDS	465				hypothetical protein
LEJOCHOB_00183	CDS	1662				hypothetical protein
LEJOCHOB_00184	CDS	204				hypothetical protein
LEJOCHOB_00185	CDS	459				hypothetical protein
LEJOCHOB_00186	CDS	417				hypothetical protein
LEJOCHOB_00187	CDS	1191		1.18.1.2		Ferredoxin--NADP reductase
LEJOCHOB_00188	CDS	1344	glcP		COG2814	Glucose transporter GlcP
LEJOCHOB_00189	CDS	996	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
LEJOCHOB_00190	CDS	519	paiA	2.3.1.57	COG0456	Spermidine/spermine N(1)-acetyltransferase
LEJOCHOB_00191	CDS	705				hypothetical protein
LEJOCHOB_00192	CDS	1605	lctP		COG1620	L-lactate permease
LEJOCHOB_00193	CDS	1176				hypothetical protein
LEJOCHOB_00194	CDS	1506	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
LEJOCHOB_00195	CDS	1425	hssS	2.7.13.3		Heme sensor protein HssS
LEJOCHOB_00196	CDS	678	hssR			Heme response regulator HssR
LEJOCHOB_00197	CDS	1065			COG0577	putative ABC transporter permease
LEJOCHOB_00198	CDS	690	hrtA	7.6.2.-		Putative hemin import ATP-binding protein HrtA
LEJOCHOB_00199	CDS	954				hypothetical protein
LEJOCHOB_00200	CDS	465	tcaR			HTH-type transcriptional regulator TcaR
LEJOCHOB_00201	CDS	1395	tcaA		COG4640	Membrane-associated protein TcaA
LEJOCHOB_00202	CDS	609				hypothetical protein
LEJOCHOB_00203	CDS	678	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
LEJOCHOB_00204	CDS	633				hypothetical protein
LEJOCHOB_00205	CDS	336				hypothetical protein
LEJOCHOB_00206	CDS	903				hypothetical protein
LEJOCHOB_00207	CDS	1032				hypothetical protein
LEJOCHOB_00208	CDS	477	cdhB	3.1.2.33		Betainyl-CoA thioesterase
LEJOCHOB_00209	CDS	1032	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
LEJOCHOB_00210	CDS	1206	yciC_1	3.6.5.-	COG0523	Zinc chaperone YciC
LEJOCHOB_00211	CDS	1212	gltS		COG0786	Sodium/glutamate symporter
LEJOCHOB_00212	CDS	861	araC		COG4977	Arabinose operon regulatory protein
LEJOCHOB_00213	CDS	774				hypothetical protein
LEJOCHOB_00214	CDS	321				hypothetical protein
LEJOCHOB_00215	CDS	564				hypothetical protein
LEJOCHOB_00216	CDS	816				hypothetical protein
LEJOCHOB_00217	CDS	1335				hypothetical protein
LEJOCHOB_00218	CDS	609		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
LEJOCHOB_00219	CDS	687				hypothetical protein
LEJOCHOB_00220	CDS	891	lnrL_1	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
LEJOCHOB_00221	CDS	1245	yhaP		COG1668	putative protein YhaP
LEJOCHOB_00222	CDS	333				hypothetical protein
LEJOCHOB_00223	CDS	1026		5.1.3.21	COG2017	Maltose epimerase
LEJOCHOB_00224	CDS	660	yiiM		COG2258	Protein YiiM
LEJOCHOB_00225	CDS	696	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
LEJOCHOB_00226	CDS	930	hutG	3.5.3.8		Formimidoylglutamase
LEJOCHOB_00227	CDS	885	lyrA			Lysostaphin resistance protein A
LEJOCHOB_00228	CDS	882	ssuR		COG0583	HTH-type transcriptional regulator SsuR
LEJOCHOB_00229	CDS	1305				hypothetical protein
LEJOCHOB_00230	CDS	1668	hutU	4.2.1.49		Urocanate hydratase
LEJOCHOB_00231	CDS	1242	hutI	3.5.2.7		Imidazolonepropionase
LEJOCHOB_00232	CDS	1197	bicA		COG0659	Bicarbonate transporter BicA
LEJOCHOB_00233	CDS	1137	sndA_1	3.5.1.-	COG1473	N-acetyl-L-cysteine deacetylase
LEJOCHOB_00234	CDS	1302	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
LEJOCHOB_00235	CDS	504				hypothetical protein
LEJOCHOB_00236	CDS	528				hypothetical protein
LEJOCHOB_00237	CDS	921	panS			Pantothenate precursors transporter PanS
LEJOCHOB_00238	CDS	279				hypothetical protein
LEJOCHOB_00239	CDS	831	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
LEJOCHOB_00240	CDS	645	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
LEJOCHOB_00241	CDS	192				hypothetical protein
LEJOCHOB_00242	CDS	183				hypothetical protein
LEJOCHOB_00243	CDS	336				hypothetical protein
LEJOCHOB_00244	CDS	843	focA		COG2116	Formate channel FocA
LEJOCHOB_00245	CDS	1389	thrP		COG1113	Threonine/serine transporter ThrP
LEJOCHOB_00246	CDS	354				hypothetical protein
LEJOCHOB_00247	CDS	732				hypothetical protein
LEJOCHOB_00248	CDS	702				hypothetical protein
LEJOCHOB_00249	CDS	795	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
LEJOCHOB_00250	CDS	963	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
LEJOCHOB_00251	CDS	708				hypothetical protein
LEJOCHOB_00252	CDS	927				hypothetical protein
LEJOCHOB_00253	CDS	642	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
LEJOCHOB_00254	CDS	2937		1.17.1.9		Putative formate dehydrogenase
LEJOCHOB_00255	CDS	468				hypothetical protein
LEJOCHOB_00256	CDS	243				hypothetical protein
LEJOCHOB_00257	CDS	780				hypothetical protein
LEJOCHOB_00258	CDS	1128	auaG	1.14.13.222		Aurachin C monooxygenase/isomerase
LEJOCHOB_00259	CDS	963		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
LEJOCHOB_00260	CDS	315	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
LEJOCHOB_00261	CDS	327	gdx			Guanidinium exporter
LEJOCHOB_00262	CDS	579				hypothetical protein
LEJOCHOB_00263	CDS	1077	odh	1.5.1.28		Opine dehydrogenase
LEJOCHOB_00264	CDS	1398	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
LEJOCHOB_00265	CDS	477				hypothetical protein
LEJOCHOB_00266	CDS	729	ssaA		COG3942	Staphylococcal secretory antigen SsaA
LEJOCHOB_00267	CDS	1053	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
LEJOCHOB_00268	CDS	354				hypothetical protein
LEJOCHOB_00269	CDS	348	sarR		COG1846	HTH-type transcriptional regulator SarR
LEJOCHOB_00270	CDS	1161	ydbM	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase YdbM
LEJOCHOB_00271	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
LEJOCHOB_00272	CDS	924	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
LEJOCHOB_00273	CDS	1527	siaT_1		COG0591	Sodium/sialic acid symporter SiaT
LEJOCHOB_00274	CDS	882	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
LEJOCHOB_00275	CDS	663	lutR_1		COG2186	HTH-type transcriptional regulator LutR
LEJOCHOB_00276	CDS	864	glkA	2.7.1.2	COG1940	Glucokinase
LEJOCHOB_00277	CDS	561	bioY		COG1268	Biotin transporter BioY
LEJOCHOB_00278	CDS	774				hypothetical protein
LEJOCHOB_00279	CDS	798	fdhD		COG1526	Sulfur carrier protein FdhD
LEJOCHOB_00280	CDS	1032	melR		COG1609	HTH-type transcriptional repressor MelR
LEJOCHOB_00281	CDS	1116	galK	2.7.1.6	COG0153	Galactokinase
LEJOCHOB_00282	CDS	993	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LEJOCHOB_00283	CDS	1500	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
LEJOCHOB_00284	CDS	774	modA		COG0725	Molybdate-binding protein ModA
LEJOCHOB_00285	CDS	672	modB		COG4149	Molybdenum transport system permease protein ModB
LEJOCHOB_00286	CDS	606	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
LEJOCHOB_00287	CDS	1011				hypothetical protein
LEJOCHOB_00288	CDS	501	moaB			Molybdenum cofactor biosynthesis protein B
LEJOCHOB_00289	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
LEJOCHOB_00290	CDS	1260	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
LEJOCHOB_00291	CDS	477				hypothetical protein
LEJOCHOB_00292	CDS	468	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
LEJOCHOB_00293	CDS	234	moaD			Molybdopterin synthase sulfur carrier subunit
LEJOCHOB_00294	CDS	606	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
LEJOCHOB_00295	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
LEJOCHOB_00296	CDS	855				hypothetical protein
LEJOCHOB_00297	CDS	876	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
LEJOCHOB_00298	CDS	651	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
LEJOCHOB_00299	CDS	642	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
LEJOCHOB_00300	CDS	189	rpmB		COG0227	Large ribosomal subunit protein bL28
LEJOCHOB_00301	CDS	375				putative protein
LEJOCHOB_00302	CDS	1665				putative protein
LEJOCHOB_00303	CDS	666	sdhB_1	4.3.1.17		L-serine dehydratase, beta chain
LEJOCHOB_00304	CDS	888	sdhA_1	4.3.1.17		L-serine dehydratase, alpha chain
LEJOCHOB_00305	CDS	2046	recG	5.6.2.4		ATP-dependent DNA helicase RecG
LEJOCHOB_00306	CDS	588	fapR		COG1349	Transcription factor FapR
LEJOCHOB_00307	CDS	987	plsX	2.3.1.274		Phosphate acyltransferase
LEJOCHOB_00308	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
LEJOCHOB_00309	CDS	738	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEJOCHOB_00310	CDS	234	acpP		COG0236	Acyl carrier protein
LEJOCHOB_00311	CDS	732	rnc	3.1.26.3		Ribonuclease 3
LEJOCHOB_00312	CDS	3573	smc		COG1196	Chromosome partition protein Smc
LEJOCHOB_00313	CDS	1200				hypothetical protein
LEJOCHOB_00314	CDS	336				hypothetical protein
LEJOCHOB_00315	CDS	1368	ffh	3.6.5.4	COG0541	Signal recognition particle protein
LEJOCHOB_00316	CDS	294	hsdR	3.1.21.3		Type I restriction enzyme SauN315I endonuclease subunit
LEJOCHOB_00317	CDS	672				hypothetical protein
LEJOCHOB_00318	CDS	276	rpsP		COG0228	Small ribosomal subunit protein bS16
LEJOCHOB_00319	CDS	504	rimM			Ribosome maturation factor RimM
LEJOCHOB_00320	CDS	732	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
LEJOCHOB_00321	CDS	351	rplS		COG0335	Large ribosomal subunit protein bL19
LEJOCHOB_00322	CDS	138				hypothetical protein
LEJOCHOB_00323	CDS	633				hypothetical protein
LEJOCHOB_00324	CDS	2595				hypothetical protein
LEJOCHOB_00325	CDS	2610				hypothetical protein
LEJOCHOB_00326	CDS	384				hypothetical protein
LEJOCHOB_00327	CDS	873	rbgA		COG1161	Ribosome biogenesis GTPase A
LEJOCHOB_00328	CDS	786	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LEJOCHOB_00329	CDS	276				hypothetical protein
LEJOCHOB_00330	CDS	1167	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
LEJOCHOB_00331	CDS	906	sucD	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
LEJOCHOB_00332	CDS	888				hypothetical protein
LEJOCHOB_00333	CDS	2070	topA	5.6.2.1		DNA topoisomerase 1
LEJOCHOB_00334	CDS	1305	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
LEJOCHOB_00335	CDS	891	xerC		COG4974	Tyrosine recombinase XerC
LEJOCHOB_00336	CDS	543	hslV	3.4.25.2		ATP-dependent protease subunit HslV
LEJOCHOB_00337	CDS	1410	hslU			ATP-dependent protease ATPase subunit HslU
LEJOCHOB_00338	CDS	774	codY			Global transcriptional regulator CodY
LEJOCHOB_00339	CDS	798	rpsB		COG0052	Small ribosomal subunit protein uS2
LEJOCHOB_00340	CDS	879	tsf			Elongation factor Ts
LEJOCHOB_00341	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
LEJOCHOB_00342	CDS	555	frr			Ribosome-recycling factor
LEJOCHOB_00343	CDS	762	uppS	2.5.1.-		Isoprenyl transferase
LEJOCHOB_00344	CDS	783				hypothetical protein
LEJOCHOB_00345	CDS	1134	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
LEJOCHOB_00346	CDS	1281		3.4.24.-		Putative zinc metalloprotease
LEJOCHOB_00347	CDS	1704	proS	6.1.1.15		Proline--tRNA ligase
LEJOCHOB_00348	CDS	4308	polC	2.7.7.7		DNA polymerase III PolC-type
LEJOCHOB_00349	CDS	468	rimP		COG0779	Ribosome maturation factor RimP
LEJOCHOB_00350	CDS	1179	nusA		COG0195	Transcription termination/antitermination protein NusA
LEJOCHOB_00351	CDS	288				hypothetical protein
LEJOCHOB_00352	CDS	306	rulQ		COG1358	RNA-binding protein YlxQ
LEJOCHOB_00353	CDS	2139	infB			Translation initiation factor IF-2
LEJOCHOB_00354	CDS	240				hypothetical protein
LEJOCHOB_00355	CDS	345	rbfA		COG0858	Ribosome-binding factor A
LEJOCHOB_00356	CDS	918	truB	5.4.99.25		tRNA pseudouridine synthase B
LEJOCHOB_00357	CDS	972	ribCF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LEJOCHOB_00358	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
LEJOCHOB_00359	CDS	2094	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LEJOCHOB_00360	CDS	1674	rnj2	3.1.-.-		Ribonuclease J 2
LEJOCHOB_00361	CDS	2364	ftsK			DNA translocase FtsK
LEJOCHOB_00362	CDS	717				hypothetical protein
LEJOCHOB_00363	CDS	1275				hypothetical protein
LEJOCHOB_00364	CDS	1290				hypothetical protein
LEJOCHOB_00365	CDS	705	fabG_2	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
LEJOCHOB_00366	CDS	846				hypothetical protein
