qseqid	sseqid	pident	qcovs	qlen	slen	length	nident	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
IIa	101	99.687	1	58237	5639	319	318	1	0	49768	50086	5639	5321	1.57e-165	584
IIa	357	99.054	1	58237	317	317	314	3	0	49296	49612	1	317	4.39e-161	569
IIa	357	99.054	1	58237	317	317	314	3	0	54642	54958	1	317	4.39e-161	569
IIa	126	98.742	1	58237	3415	318	314	4	0	54640	54957	3097	3414	5.68e-160	566
IIa	126	98.433	1	58237	3415	319	314	5	0	49293	49611	3096	3414	7.35e-159	562
IIa	33	73.220	2	58237	22349	1475	1080	345	40	38986	40439	9598	8153	3.52e-137	490
IIa	351	93.103	1	58237	320	319	297	19	3	49769	50085	2	319	2.13e-129	464
IIa	351	93.103	1	58237	320	319	297	19	3	55115	55431	2	319	2.13e-129	464
IIa	499	100.000	1	58237	155	155	155	0	0	49613	49767	1	155	4.96e-76	287
IIa	499	100.000	1	58237	155	155	155	0	0	54959	55113	1	155	4.96e-76	287
IIb	288	100.000	1	26207	390	390	390	0	0	24361	24750	1	390	0.0	721
IIb	33	73.220	6	26207	22349	1475	1080	345	40	20139	21592	9598	8153	1.58e-137	490
IIc	175	100.000	4	27029	1286	1041	1041	0	0	17166	18206	1286	246	0.0	1923
IIc	200	99.879	3	27029	824	824	823	1	0	16342	17165	1	824	0.0	1517
IIc	101	99.687	1	27029	5639	319	318	1	0	24317	24635	5639	5321	7.28e-166	584
IIc	357	99.054	1	27029	317	317	314	3	0	23845	24161	1	317	2.04e-161	569
IIc	126	98.734	1	27029	3415	316	312	4	0	23845	24160	3099	3414	3.41e-159	562
IIc	351	93.103	1	27029	320	319	297	19	3	24318	24634	2	319	9.90e-130	464
IIc	499	100.000	1	27029	155	155	155	0	0	24162	24316	1	155	2.30e-76	287
IIe	33	73.220	5	26707	22349	1475	1080	345	40	4552	6005	8153	9598	1.61e-137	490
IVa	101	99.687	1	26090	5639	319	318	1	0	22684	23002	5639	5321	7.03e-166	584
IVa	357	99.054	1	26090	317	317	314	3	0	22212	22528	1	317	1.97e-161	569
IVa	126	98.433	1	26090	3415	319	314	5	0	22209	22527	3096	3414	3.29e-159	562
IVa	351	93.103	1	26090	320	319	297	19	3	22685	23001	2	319	9.55e-130	464
IVa	499	100.000	1	26090	155	155	155	0	0	22529	22683	1	155	2.22e-76	287
IVb	101	99.687	1	21777	5639	319	318	1	0	18681	18999	5639	5321	5.86e-166	584
IVb	357	99.054	1	21777	317	317	314	3	0	18209	18525	1	317	1.64e-161	569
IVb	126	98.433	1	21777	3415	319	314	5	0	18206	18524	3096	3414	2.75e-159	562
IVb	351	93.103	1	21777	320	319	297	19	3	18682	18998	2	319	7.97e-130	464
IVb	499	100.000	1	21777	155	155	155	0	0	18526	18680	1	155	1.85e-76	287
IVc	157	99.935	5	31263	1918	1538	1537	1	0	27348	28885	1538	1	0.0	2835
IVc	288	100.000	2	31263	390	390	390	0	0	28886	29275	390	1	0.0	721
IVc	288	100.000	2	31263	390	390	390	0	0	26958	27347	1	390	0.0	721
IVc	101	99.687	1	31263	5639	319	318	1	0	25378	25696	5639	5321	8.42e-166	584
IVc	357	99.054	1	31263	317	317	314	3	0	24906	25222	1	317	2.36e-161	569
IVc	126	98.433	1	31263	3415	319	314	5	0	24903	25221	3096	3414	3.95e-159	562
IVc	351	93.103	1	31263	320	319	297	19	3	25379	25695	2	319	1.14e-129	464
IVc	499	100.000	0	31263	155	155	155	0	0	25223	25377	1	155	2.66e-76	287
IVg	101	99.687	1	23157	5639	319	318	1	0	20190	20508	5639	5321	6.24e-166	584
IVg	357	99.054	1	23157	317	317	314	3	0	19718	20034	1	317	1.75e-161	569
IVg	126	98.433	1	23157	3415	319	314	5	0	19715	20033	3096	3414	2.92e-159	562
IVg	351	93.103	1	23157	320	319	297	19	3	20191	20507	2	319	8.48e-130	464
IVg	499	100.000	1	23157	155	155	155	0	0	20035	20189	1	155	1.97e-76	287
IVi	101	99.687	1	23124	5639	319	318	1	0	2687	3005	5321	5639	6.23e-166	584
IVi	357	99.054	1	23124	317	317	314	3	0	3161	3477	317	1	1.74e-161	569
IVi	126	98.433	1	23124	3415	319	314	5	0	3162	3480	3414	3096	2.92e-159	562
IVi	351	93.103	1	23124	320	319	297	19	3	2688	3004	319	2	8.47e-130	464
IVi	499	100.000	1	23124	155	155	155	0	0	3006	3160	155	1	1.97e-76	287
IVj	101	99.062	1	23328	5639	320	317	1	2	2686	3004	5321	5639	1.36e-162	573
IVj	357	99.054	1	23328	317	317	314	3	0	3160	3476	317	1	1.76e-161	569
IVj	126	98.433	1	23328	3415	319	314	5	0	3161	3479	3414	3096	2.94e-159	562
IVj	351	92.500	1	23328	320	320	296	19	5	2687	3003	319	2	1.85e-126	453
IVj	499	100.000	1	23328	155	155	155	0	0	3005	3159	155	1	1.98e-76	287
IVk	101	99.687	1	51121	5639	319	318	1	0	28376	28694	5321	5639	1.38e-165	584
IVk	357	99.054	1	51121	317	317	314	3	0	28850	29166	317	1	3.86e-161	569
IVk	126	98.433	1	51121	3415	319	314	5	0	28851	29169	3414	3096	6.45e-159	562
IVk	351	93.103	1	51121	320	319	297	19	3	28377	28693	319	2	1.87e-129	464
IVk	499	99.355	0	51121	155	155	154	1	0	28695	28849	155	1	2.02e-74	281
IVl	101	99.687	1	36033	5639	319	318	1	0	2684	3002	5321	5639	9.71e-166	584
IVl	357	99.054	1	36033	317	317	314	3	0	3158	3474	317	1	2.72e-161	569
IVl	126	98.433	1	36033	3415	319	314	5	0	3159	3477	3414	3096	4.55e-159	562
IVl	351	93.103	1	36033	320	319	297	19	3	2685	3001	319	2	1.32e-129	464
IVl	499	100.000	0	36033	155	155	155	0	0	3003	3157	155	1	3.07e-76	287
IVm	101	99.686	2	30461	5639	318	317	1	0	1653	1970	5322	5639	2.95e-165	582
IVm	101	98.148	2	30461	5639	324	318	4	2	25802	26123	5314	5637	1.07e-159	564
IVm	357	98.738	2	30461	317	317	313	4	0	2126	2442	317	1	1.07e-159	564
IVm	357	92.429	2	30461	317	317	293	7	1	26281	26580	317	1	2.43e-121	436
IVm	126	98.119	2	30461	3415	319	313	6	0	2127	2445	3414	3096	1.79e-157	556
IVm	126	92.429	2	30461	3415	317	293	7	1	26282	26581	3414	3098	2.43e-121	436
IVm	351	93.125	2	30461	320	320	298	19	3	1652	1969	320	2	3.10e-130	466
IVm	351	92.476	2	30461	320	319	295	20	4	25808	26123	320	3	2.41e-126	453
IVm	499	100.000	1	30461	155	155	155	0	0	26126	26280	155	1	2.59e-76	287
IVm	499	100.000	1	30461	155	155	155	0	0	1971	2125	155	1	2.59e-76	287
IVn	101	99.687	2	28019	5639	319	318	1	0	2684	3002	5321	5639	7.55e-166	584
IVn	101	99.686	2	28019	5639	318	317	1	0	7980	8297	5322	5639	2.71e-165	582
IVn	357	99.054	2	28019	317	317	314	3	0	8453	8769	317	1	2.11e-161	569
IVn	357	99.054	2	28019	317	317	314	3	0	3158	3474	317	1	2.11e-161	569
IVn	126	98.742	2	28019	3415	318	314	4	0	3159	3476	3414	3097	2.73e-160	566
IVn	126	98.433	2	28019	3415	319	314	5	0	8454	8772	3414	3096	3.54e-159	562
IVn	351	93.103	2	28019	320	319	297	19	3	7980	8296	319	2	1.03e-129	464
IVn	351	93.103	2	28019	320	319	297	19	3	2685	3001	319	2	1.03e-129	464
IVn	499	100.000	1	28019	155	155	155	0	0	8298	8452	155	1	2.38e-76	287
IVn	499	100.000	1	28019	155	155	155	0	0	3003	3157	155	1	2.38e-76	287
IX	126	97.568	1	44355	3415	329	321	8	0	25505	25833	3086	3414	1.56e-159	564
IX	126	98.438	1	44355	3415	320	315	5	0	20404	20723	3415	3096	1.56e-159	564
IX	357	98.734	1	44355	317	316	312	4	0	20405	20720	316	1	5.60e-159	562
IX	357	98.107	1	44355	317	317	311	6	0	25518	25834	1	317	3.37e-156	553
IX	101	97.799	1	44355	5639	318	311	7	0	25990	26307	5639	5322	4.36e-155	549
IX	101	98.089	1	44355	5639	157	154	3	0	20092	20248	5483	5639	2.94e-72	274
IX	351	92.476	1	44355	320	319	295	21	3	25991	26307	2	319	3.52e-126	453
IX	351	97.987	1	44355	320	149	146	3	0	20099	20247	150	2	8.23e-68	259
IX	263	79.762	1	44355	440	420	335	83	2	35065	35483	21	439	3.75e-81	303
IX	499	100.000	1	44355	155	155	155	0	0	20249	20403	155	1	3.77e-76	287
IX	499	98.710	1	44355	155	155	153	2	0	25835	25989	1	155	8.17e-73	276
Ia	101	99.687	1	39332	5639	319	318	1	0	36430	36748	5639	5321	1.06e-165	584
Ia	357	99.054	1	39332	317	317	314	3	0	35958	36274	1	317	2.97e-161	569
Ia	126	98.433	1	39332	3415	319	314	5	0	35955	36273	3096	3414	4.97e-159	562
Ia	351	93.103	1	39332	320	319	297	19	3	36431	36747	2	319	1.44e-129	464
Ia	499	100.000	0	39332	155	155	155	0	0	36275	36429	1	155	3.35e-76	287
VI	101	99.686	1	23293	5639	318	317	1	0	20609	20926	5639	5322	2.26e-165	582
VI	357	99.054	1	23293	317	317	314	3	0	20137	20453	1	317	1.76e-161	569
VI	126	98.433	1	23293	3415	319	314	5	0	20134	20452	3096	3414	2.94e-159	562
VI	351	93.125	1	23293	320	320	298	19	3	20610	20927	2	320	2.37e-130	466
VI	499	100.000	1	23293	155	155	155	0	0	20454	20608	1	155	1.98e-76	287
VII	101	99.686	2	33261	5639	318	317	1	0	17122	17439	5322	5639	3.22e-165	582
VII	101	99.371	2	33261	5639	318	316	1	1	23545	23861	5322	5639	5.39e-163	575
VII	357	99.054	2	33261	317	317	314	3	0	17595	17911	317	1	2.51e-161	569
VII	357	98.423	2	33261	317	317	312	5	0	24017	24333	317	1	5.43e-158	558
VII	126	98.438	2	33261	3415	320	315	5	0	24018	24337	3414	3095	1.17e-159	564
VII	126	98.433	2	33261	3415	319	314	5	0	17596	17914	3414	3096	4.20e-159	562
VII	351	93.125	2	33261	320	320	298	18	4	23544	23860	320	2	3.39e-130	466
VII	351	93.125	2	33261	320	320	298	19	3	17121	17438	320	2	3.39e-130	466
VII	499	100.000	1	33261	155	155	155	0	0	23862	24016	155	1	2.83e-76	287
VII	499	100.000	1	33261	155	155	155	0	0	17440	17594	155	1	2.83e-76	287
VIII	101	99.687	1	33371	5639	319	318	1	0	2250	2568	5321	5639	8.99e-166	584
VIII	357	99.054	1	33371	317	317	314	3	0	2724	3040	317	1	2.52e-161	569
VIII	126	98.433	1	33371	3415	319	314	5	0	2725	3043	3414	3096	4.21e-159	562
VIII	33	73.189	4	33371	22349	1477	1081	342	43	11897	13350	8153	9598	9.38e-136	484
VIII	351	93.103	1	33371	320	319	297	19	3	2251	2567	319	2	1.22e-129	464
VIII	499	100.000	0	33371	155	155	155	0	0	2569	2723	155	1	2.84e-76	287
Va	357	99.054	2	28612	317	317	314	3	0	3107	3423	317	1	2.16e-161	569
Va	357	98.423	2	28612	317	317	312	5	0	8221	8537	1	317	4.67e-158	558
Va	101	98.742	2	28612	5639	318	314	3	1	2635	2951	5322	5639	1.00e-159	564
Va	101	96.525	2	28612	5639	259	250	9	0	8693	8951	5639	5381	3.82e-119	429
Va	126	98.433	2	28612	3415	319	314	5	0	3108	3426	3414	3096	3.61e-159	562
Va	126	97.264	2	28612	3415	329	320	9	0	8208	8536	3086	3414	4.67e-158	558
Va	351	92.476	2	28612	320	319	295	20	4	2635	2950	319	2	2.27e-126	453
Va	351	88.889	2	28612	320	324	288	24	11	8694	9011	2	319	6.49e-107	388
Va	499	100.000	1	28612	155	155	155	0	0	8538	8692	1	155	2.43e-76	287
Va	499	100.000	1	28612	155	155	155	0	0	2952	3106	155	1	2.43e-76	287
Vb	101	99.057	1	42083	5639	318	315	3	0	10371	10688	5322	5639	8.83e-162	571
Vb	101	96.525	1	42083	5639	259	250	9	0	16470	16728	5639	5381	5.62e-119	429
Vb	357	99.054	2	42083	317	317	314	3	0	10844	11160	317	1	3.18e-161	569
Vb	357	96.825	2	42083	317	315	305	10	0	15998	16312	1	315	1.94e-148	527
Vb	126	98.433	2	42083	3415	319	314	5	0	10845	11163	3414	3096	5.31e-159	562
Vb	126	96.341	2	42083	3415	328	316	12	0	15985	16312	3086	3413	2.49e-152	540
Vb	351	92.476	2	42083	320	319	295	21	3	10371	10687	319	2	3.34e-126	453
Vb	351	88.889	2	42083	320	324	288	24	11	16471	16788	2	319	9.54e-107	388
Vb	499	100.000	1	42083	155	155	155	0	0	10689	10843	155	1	3.58e-76	287
Vb	499	97.419	1	42083	155	155	151	4	0	16315	16469	1	155	1.68e-69	265
Vc	101	98.476	3	47212	5639	328	323	2	2	32157	32481	5312	5639	7.66e-163	575
Vc	101	99.371	3	47212	5639	318	316	1	1	26919	27235	5322	5639	7.66e-163	575
Vc	101	99.057	3	47212	5639	318	315	3	0	10471	10788	5322	5639	9.90e-162	571
Vc	101	96.525	3	47212	5639	259	250	9	0	16530	16788	5639	5381	6.31e-119	429
Vc	357	99.054	3	47212	317	317	314	3	0	10944	11260	317	1	3.56e-161	569
Vc	357	98.423	3	47212	317	317	312	5	0	32637	32953	317	1	7.71e-158	558
Vc	357	98.423	3	47212	317	317	312	5	0	27391	27707	317	1	7.71e-158	558
Vc	357	96.825	3	47212	317	315	305	10	0	16058	16372	1	315	2.17e-148	527
Vc	126	98.438	3	47212	3415	320	315	5	0	27392	27711	3414	3095	1.66e-159	564
Vc	126	98.738	3	47212	3415	317	313	4	0	32638	32954	3414	3098	1.66e-159	564
Vc	126	98.433	3	47212	3415	319	314	5	0	10945	11263	3414	3096	5.96e-159	562
Vc	126	96.341	3	47212	3415	328	316	12	0	16045	16372	3086	3413	2.79e-152	540
Vc	351	93.103	3	47212	320	319	297	18	4	32165	32480	319	2	1.73e-129	464
Vc	351	93.103	3	47212	320	319	297	18	4	26919	27234	319	2	1.73e-129	464
Vc	351	92.476	3	47212	320	319	295	21	3	10471	10787	319	2	3.74e-126	453
Vc	351	88.889	3	47212	320	324	288	24	11	16531	16848	2	319	1.07e-106	388
Vc	499	100.000	1	47212	155	155	155	0	0	32482	32636	155	1	4.02e-76	287
Vc	499	100.000	1	47212	155	155	155	0	0	27236	27390	155	1	4.02e-76	287
Vc	499	100.000	1	47212	155	155	155	0	0	10789	10943	155	1	4.02e-76	287
Vc	499	97.419	1	47212	155	155	151	4	0	16375	16529	1	155	1.88e-69	265
X	101	99.686	1	51483	5639	318	317	1	0	11149	11466	5639	5322	4.99e-165	582
X	101	99.686	1	51483	5639	318	317	1	0	5517	5834	5639	5322	4.99e-165	582
X	357	99.054	1	51483	317	317	314	3	0	5045	5361	1	317	3.88e-161	569
X	357	99.054	1	51483	317	317	314	3	0	10677	10993	1	317	3.88e-161	569
X	126	98.433	1	51483	3415	319	314	5	0	10674	10992	3096	3414	6.50e-159	562
X	126	98.734	1	51483	3415	316	312	4	0	5045	5360	3099	3414	6.50e-159	562
X	351	93.103	1	51483	320	319	297	19	3	5518	5834	2	319	1.89e-129	464
X	351	93.103	1	51483	320	319	297	19	3	11150	11466	2	319	1.89e-129	464
X	263	79.714	1	51483	440	419	334	85	0	48467	48885	21	439	4.35e-81	303
X	499	100.000	1	51483	155	155	155	0	0	5362	5516	1	155	4.38e-76	287
X	499	100.000	1	51483	155	155	155	0	0	10994	11148	1	155	4.38e-76	287
X	191	80.312	1	51483	950	320	257	63	0	48890	49209	947	628	9.62e-63	243
XI	98	77.654	7	29419	5757	2072	1609	444	19	27302	29363	2536	474	0.0	1243
XII	101	99.077	2	49939	5639	325	322	2	1	41415	41738	5639	5315	4.84e-165	582
XII	101	97.806	2	49939	5639	319	312	7	0	44006	44324	5639	5321	1.36e-155	551
XII	101	97.799	2	49939	5639	318	311	7	0	35315	35632	5322	5639	4.91e-155	549
XII	357	99.054	2	49939	317	317	314	3	0	35788	36104	317	1	3.77e-161	569
XII	357	98.107	2	49939	317	317	311	6	0	40943	41259	1	317	3.79e-156	553
XII	357	98.107	2	49939	317	317	311	6	0	43534	43850	1	317	3.79e-156	553
XII	126	97.568	2	49939	3415	329	321	8	0	40930	41258	3086	3414	1.75e-159	564
XII	126	98.433	2	49939	3415	319	314	5	0	35789	36107	3414	3096	6.30e-159	562
XII	126	98.423	2	49939	3415	317	312	5	0	43533	43849	3098	3414	8.16e-158	558
XII	351	93.103	2	49939	320	319	297	19	3	41416	41732	2	319	1.83e-129	464
XII	351	92.476	2	49939	320	319	295	21	3	35315	35631	319	2	3.96e-126	453
XII	351	92.476	2	49939	320	319	295	21	3	44007	44323	2	319	3.96e-126	453
XII	499	100.000	1	49939	155	155	155	0	0	41260	41414	1	155	4.25e-76	287
XII	499	98.710	1	49939	155	155	153	2	0	43851	44005	1	155	9.20e-73	276
XII	499	98.693	1	49939	155	153	151	2	0	35635	35787	153	1	1.19e-71	272
XIII	157	99.896	6	32817	1918	1918	1916	1	1	19073	20989	1	1918	0.0	3530
XIII	288	100.000	2	32817	390	390	390	0	0	18683	19072	1	390	0.0	721
XIII	288	100.000	2	32817	390	241	241	0	0	20990	21230	390	150	4.35e-124	446
XIII	101	99.687	2	32817	5639	319	318	1	0	21230	21548	5321	5639	8.84e-166	584
XIII	101	99.371	2	32817	5639	318	316	2	0	29439	29756	5639	5322	1.48e-163	577
XIII	357	99.054	2	32817	317	317	314	3	0	21704	22020	317	1	2.48e-161	569
XIII	357	99.054	2	32817	317	317	314	3	0	28967	29283	1	317	2.48e-161	569
XIII	126	98.433	2	32817	3415	319	314	5	0	21705	22023	3414	3096	4.14e-159	562
XIII	126	98.433	2	32817	3415	319	314	5	0	28964	29282	3096	3414	4.14e-159	562
XIII	351	93.103	2	32817	320	319	297	19	3	21231	21547	319	2	1.20e-129	464
XIII	351	92.790	2	32817	320	319	296	20	3	29440	29756	2	319	5.59e-128	459
XIII	499	100.000	1	32817	155	155	155	0	0	21549	21703	155	1	2.79e-76	287
XIII	499	100.000	1	32817	155	155	155	0	0	29284	29438	1	155	2.79e-76	287
XIV	50	72.512	4	81466	15993	3627	2630	857	112	71588	75144	12427	15983	0.0	1046
XIV	288	100.000	1	81466	390	390	390	0	0	65984	66373	390	1	0.0	721
XIV	288	100.000	1	81466	390	390	390	0	0	24353	24742	1	390	0.0	721
XIV	288	100.000	1	81466	390	390	390	0	0	59284	59673	1	390	0.0	721
XIV	101	99.057	1	81466	5639	318	315	3	0	50436	50753	5322	5639	1.71e-161	571
XIV	101	98.113	1	81466	5639	318	312	6	0	25751	26068	5639	5322	1.72e-156	555
XIV	357	99.054	1	81466	317	317	314	3	0	50909	51225	317	1	6.15e-161	569
XIV	357	97.161	1	81466	317	317	308	9	0	25279	25595	1	317	6.23e-151	536
XIV	126	98.433	1	81466	3415	319	314	5	0	50910	51228	3414	3096	1.03e-158	562
XIV	126	97.468	1	81466	3415	316	308	8	0	25279	25594	3099	3414	4.82e-152	540
XIV	33	73.220	2	81466	22349	1475	1080	345	40	61494	62947	8153	9598	4.92e-137	490
XIV	351	92.790	1	81466	320	319	296	20	3	25752	26068	2	319	1.39e-127	459
XIV	351	92.476	1	81466	320	319	295	21	3	50436	50752	319	2	6.46e-126	453
XIV	499	100.000	0	81466	155	155	155	0	0	50754	50908	155	1	6.93e-76	287
XIV	499	99.355	0	81466	155	155	154	1	0	25596	25750	1	155	3.23e-74	281
XV	101	99.687	1	35251	5639	319	318	1	0	2684	3002	5321	5639	9.50e-166	584
XV	357	99.054	1	35251	317	317	314	3	0	3158	3474	317	1	2.66e-161	569
XV	126	98.433	1	35251	3415	319	314	5	0	3159	3477	3414	3096	4.45e-159	562
XV	33	73.220	4	35251	22349	1475	1080	345	40	12415	13868	8153	9598	2.13e-137	490
XV	351	93.103	1	35251	320	319	297	19	3	2685	3001	319	2	1.29e-129	464
XV	499	100.000	0	35251	155	155	155	0	0	3003	3157	155	1	3.00e-76	287
